n,Omega_2,Omega_3,Omega_5,Omega_7,Omega_9,Omega_11,Omega_total
52873,0,0,0,0,0,0,2
52874,1,0,0,0,0,0,2
52875,0,2,3,0,2,0,6
52876,2,0,0,0,0,0,3
52877,0,0,0,0,0,2,4
52878,1,1,0,1,0,0,4
52879,0,0,0,0,0,0,1
52880,4,0,1,0,0,0,6
52881,0,1,0,0,0,0,2
52882,1,0,0,0,0,0,3
52883,0,0,0,0,0,0,1
52884,2,2,0,0,2,0,6
52885,0,0,1,1,0,0,3
52886,1,0,0,0,0,0,3
52887,0,1,0,0,0,0,4
52888,3,0,0,0,0,1,5
52889,0,0,0,0,0,0,1
52890,1,1,1,0,0,0,5
52891,0,0,0,0,0,0,2
52892,2,0,0,1,0,0,4
52893,0,4,0,0,4,0,5
52894,1,0,0,0,0,0,3
52895,0,0,1,0,0,0,3
52896,5,1,0,0,0,0,8
52897,0,0,0,0,0,0,3
52898,1,0,0,0,0,0,2
52899,0,1,0,1,0,1,4
52900,2,0,2,0,0,0,6
52901,0,0,0,0,0,0,1
52902,1,2,0,0,2,0,4
52903,0,0,0,0,0,0,1
52904,3,0,0,0,0,0,5
52905,0,1,1,0,0,0,3
52906,1,0,0,1,0,0,3
52907,0,0,0,0,0,0,2
52908,2,1,0,0,0,0,4
52909,0,0,0,0,0,0,2
52910,1,0,1,0,0,1,5
52911,0,2,0,0,2,0,3
52912,4,0,0,0,0,0,5
52913,0,0,0,1,0,0,2
52914,1,1,0,0,0,0,3
52915,0,0,1,0,0,0,3
52916,2,0,0,0,0,0,3
52917,0,1,0,0,0,0,3
52918,1,0,0,0,0,0,2
52919,0,0,0,0,0,0,1
52920,3,3,1,2,2,0,9
52921,0,0,0,0,0,1,3
52922,1,0,0,0,0,0,3
52923,0,1,0,0,0,0,4
52924,2,0,0,0,0,0,4
52925,0,0,2,0,0,0,4
52926,1,1,0,0,0,0,3
52927,0,0,0,1,0,0,2
52928,6,0,0,0,0,0,7
52929,0,2,0,0,2,0,3
52930,1,0,1,0,0,0,4
52931,0,0,0,0,0,0,2
52932,2,1,0,0,0,1,5
52933,0,0,0,0,0,0,2
52934,1,0,0,1,0,0,4
52935,0,1,1,0,0,0,3
52936,3,0,0,0,0,0,5
52937,0,0,0,0,0,0,1
52938,1,2,0,0,2,0,5
52939,0,0,0,0,0,0,2
52940,2,0,1,0,0,0,4
52941,0,1,0,1,0,0,3
52942,1,0,0,0,0,0,3
52943,0,0,0,0,0,1,2
52944,4,1,0,0,0,0,6
52945,0,0,1,0,0,0,2
52946,1,0,0,0,0,0,3
52947,0,3,0,0,2,0,5
52948,2,0,0,1,0,0,5
52949,0,0,0,0,0,0,2
52950,1,1,2,0,0,0,5
52951,0,0,0,0,0,0,1
52952,3,0,0,0,0,0,4
52953,0,1,0,0,0,0,3
52954,1,0,0,0,0,1,4
52955,0,0,1,1,0,0,4
52956,2,2,0,0,2,0,5
52957,0,0,0,0,0,0,1
52958,1,0,0,0,0,0,2
52959,0,1,0,0,0,0,3
52960,5,0,1,0,0,0,7
52961,0,0,0,0,0,0,2
52962,1,1,0,1,0,0,5
52963,0,0,0,0,0,0,1
52964,2,0,0,0,0,0,3
52965,0,2,1,0,2,1,5
52966,1,0,0,0,0,0,3
52967,0,0,0,0,0,0,1
52968,3,1,0,0,0,0,5
52969,0,0,0,2,0,0,4
52970,1,0,1,0,0,0,3
52971,0,1,0,0,0,0,2
52972,2,0,0,0,0,0,5
52973,0,0,0,0,0,0,1
52974,1,5,0,0,4,0,7
52975,0,0,2,0,0,0,4
52976,4,0,0,1,0,1,7
52977,0,1,0,0,0,0,2
52978,1,0,0,0,0,0,2
52979,0,0,0,0,0,0,2
52980,2,1,1,0,0,0,5
52981,0,0,0,0,0,0,1
52982,1,0,0,0,0,0,3
52983,0,2,0,1,2,0,5
52984,3,0,0,0,0,0,5
52985,0,0,1,0,0,0,2
52986,1,1,0,0,0,0,3
52987,0,0,0,0,0,1,2
52988,2,0,0,0,0,0,4
52989,0,1,0,0,0,0,3
52990,1,0,1,1,0,0,4
52991,0,0,0,0,0,0,2
52992,8,2,0,0,2,0,11
52993,0,0,0,0,0,0,2
52994,1,0,0,0,0,0,2
52995,0,1,1,0,0,0,3
52996,2,0,0,0,0,0,3
52997,0,0,0,1,0,0,3
52998,1,1,0,0,0,2,5
52999,0,0,0,0,0,0,1
53000,3,0,3,0,0,0,7
53001,0,3,0,0,2,0,5
53002,1,0,0,0,0,0,2
53003,0,0,0,0,0,0,1
53004,2,1,0,1,0,0,5
53005,0,0,1,0,0,0,2
53006,1,0,0,0,0,0,3
53007,0,1,0,0,0,0,2
53008,4,0,0,0,0,0,5
53009,0,0,0,0,0,1,3
53010,1,2,1,0,2,0,6
53011,0,0,0,1,0,0,2
53012,2,0,0,0,0,0,4
53013,0,1,0,0,0,0,3
53014,1,0,0,0,0,0,3
53015,0,0,1,0,0,0,3
53016,3,1,0,0,0,0,6
53017,0,0,0,0,0,0,1
53018,1,0,0,2,0,0,4
53019,0,2,0,0,2,0,4
53020,2,0,1,0,0,1,5
53021,0,0,0,0,0,0,2
53022,1,1,0,0,0,0,3
53023,0,0,0,0,0,0,2
53024,5,0,0,0,0,0,6
53025,0,1,2,1,0,0,5
53026,1,0,0,0,0,0,2
53027,0,0,0,0,0,0,2
53028,2,3,0,0,2,0,6
53029,0,0,0,0,0,0,2
53030,1,0,1,0,0,0,3
53031,0,1,0,0,0,1,3
53032,3,0,0,1,0,0,5
53033,0,0,0,0,0,0,2
53034,1,1,0,0,0,0,3
53035,0,0,1,0,0,0,2
53036,2,0,0,0,0,0,3
53037,0,2,0,0,2,0,4
53038,1,0,0,0,0,0,3
53039,0,0,0,1,0,0,2
53040,4,1,1,0,0,0,8
53041,0,0,0,0,0,0,3
53042,1,0,0,0,0,1,3
53043,0,1,0,0,0,0,2
53044,2,0,0,0,0,0,4
53045,0,0,1,0,0,0,3
53046,1,2,0,1,2,0,5
53047,0,0,0,0,0,0,1
53048,3,0,0,0,0,0,5
53049,0,1,0,0,0,0,2
53050,1,0,2,0,0,0,4
53051,0,0,0,0,0,0,1
53052,2,1,0,0,0,0,4
53053,0,0,0,1,0,1,4
53054,1,0,0,0,0,0,3
53055,0,4,1,0,4,0,6
53056,6,0,0,0,0,0,7
53057,0,0,0,0,0,0,2
53058,1,1,0,0,0,0,4
53059,0,0,0,0,0,0,2
53060,2,0,1,1,0,0,5
53061,0,1,0,0,0,0,3
53062,1,0,0,0,0,0,3
53063,0,0,0,0,0,0,2
53064,3,2,0,0,2,1,7
53065,0,0,1,0,0,0,2
53066,1,0,0,0,0,0,4
53067,0,1,0,2,0,0,5
53068,2,0,0,0,0,0,3
53069,0,0,0,0,0,0,1
53070,1,1,1,0,0,0,5
53071,0,0,0,0,0,0,2
53072,4,0,0,0,0,0,6
53073,0,2,0,0,2,0,3
53074,1,0,0,1,0,0,4
53075,0,0,2,0,0,1,4
53076,2,1,0,0,0,0,4
53077,0,0,0,0,0,0,1
53078,1,0,0,0,0,0,2
53079,0,1,0,0,0,0,3
53080,3,0,1,0,0,0,5
53081,0,0,0,1,0,0,2
53082,1,3,0,0,2,0,5
53083,0,0,0,0,0,0,2
53084,2,0,0,0,0,0,4
53085,0,1,1,0,0,0,3
53086,1,0,0,0,0,1,4
53087,0,0,0,0,0,0,1
53088,5,1,0,1,0,0,8
53089,0,0,0,0,0,0,1
53090,1,0,1,0,0,0,3
53091,0,2,0,0,2,0,4
53092,2,0,0,0,0,0,4
53093,0,0,0,0,0,0,1
53094,1,1,0,0,0,0,3
53095,0,0,1,1,0,0,4
53096,3,0,0,0,0,0,4
53097,0,1,0,0,0,1,3
53098,1,0,0,0,0,0,3
53099,0,0,0,0,0,0,2
53100,2,2,2,0,2,0,7
53101,0,0,0,0,0,0,1
53102,1,0,0,1,0,0,3
53103,0,1,0,0,0,0,3
53104,4,0,0,0,0,0,5
53105,0,0,1,0,0,0,4
53106,1,1,0,0,0,0,4
53107,0,0,0,0,0,0,2
53108,2,0,0,0,0,1,5
53109,0,3,0,1,2,0,5
53110,1,0,1,0,0,0,4
53111,0,0,0,0,0,0,2
53112,3,1,0,0,0,0,5
53113,0,0,0,0,0,0,1
53114,1,0,0,0,0,0,2
53115,0,1,1,0,0,0,3
53116,2,0,0,2,0,0,5
53117,0,0,0,0,0,0,1
53118,1,2,0,0,2,0,5
53119,0,0,0,0,0,2,3
53120,7,0,1,0,0,0,9
53121,0,1,0,0,0,0,2
53122,1,0,0,0,0,0,2
53123,0,0,0,1,0,0,2
53124,2,1,0,0,0,0,5
53125,0,0,5,0,0,0,6
53126,1,0,0,0,0,0,3
53127,0,2,0,0,2,0,3
53128,3,0,0,0,0,0,5
53129,0,0,0,0,0,0,1
53130,1,1,1,1,0,1,6
53131,0,0,0,0,0,0,3
53132,2,0,0,0,0,0,4
53133,0,1,0,0,0,0,3
53134,1,0,0,0,0,0,3
53135,0,0,1,0,0,0,2
53136,4,4,0,0,4,0,9
53137,0,0,0,1,0,0,2
53138,1,0,0,0,0,0,3
53139,0,1,0,0,0,0,2
53140,2,0,1,0,0,0,4
53141,0,0,0,0,0,1,2
53142,1,1,0,0,0,0,4
53143,0,0,0,0,0,0,2
53144,3,0,0,1,0,0,6
53145,0,2,1,0,2,0,4
53146,1,0,0,0,0,0,2
53147,0,0,0,0,0,0,1
53148,2,1,0,0,0,0,5
53149,0,0,0,0,0,0,1
53150,1,0,2,0,0,0,4
53151,0,1,0,1,0,0,3
53152,5,0,0,0,0,1,7
53153,0,0,0,0,0,0,2
53154,1,2,0,0,2,0,4
53155,0,0,1,0,0,0,2
53156,2,0,0,0,0,0,4
53157,0,1,0,0,0,0,4
53158,1,0,0,1,0,0,3
53159,0,0,0,0,0,0,3
53160,3,1,1,0,0,0,6
53161,0,0,0,0,0,0,1
53162,1,0,0,0,0,0,3
53163,0,3,0,0,2,1,5
53164,2,0,0,0,0,0,3
53165,0,0,1,3,0,0,5
53166,1,1,0,0,0,0,3
53167,0,0,0,0,0,0,2
53168,4,0,0,0,0,0,5
53169,0,1,0,0,0,0,3
53170,1,0,1,0,0,0,4
53171,0,0,0,0,0,0,1
53172,2,2,0,1,2,0,6
53173,0,0,0,0,0,0,1
53174,1,0,0,0,0,1,3
53175,0,1,2,0,0,0,4
53176,3,0,0,0,0,0,6
53177,0,0,0,0,0,0,2
53178,1,1,0,0,0,0,3
53179,0,0,0,1,0,0,3
53180,2,0,1,0,0,0,4
53181,0,2,0,0,2,0,4
53182,1,0,0,0,0,0,2
53183,0,0,0,0,0,0,2
53184,6,1,0,0,0,0,8
53185,0,0,1,0,0,1,3
53186,1,0,0,1,0,0,4
53187,0,1,0,0,0,0,2
53188,2,0,0,0,0,0,3
53189,0,0,0,0,0,0,1
53190,1,3,1,0,2,0,6
53191,0,0,0,0,0,0,2
53192,3,0,0,0,0,0,5
53193,0,1,0,1,0,0,4
53194,1,0,0,0,0,0,2
53195,0,0,1,0,0,0,2
53196,2,1,0,0,0,1,6
53197,0,0,0,0,0,0,1
53198,1,0,0,0,0,0,3
53199,0,2,0,0,2,0,4
53200,4,0,2,1,0,0,8
53201,0,0,0,0,0,0,1
53202,1,1,0,0,0,0,3
53203,0,0,0,0,0,0,2
53204,2,0,0,0,0,0,4
53205,0,1,1,0,0,0,3
53206,1,0,0,0,0,0,3
53207,0,0,0,1,0,1,3
53208,3,2,0,0,2,0,6
53209,0,0,0,0,0,0,2
53210,1,0,1,0,0,0,4
53211,0,1,0,0,0,0,2
53212,2,0,0,0,0,0,4
53213,0,0,0,0,0,0,2
53214,1,1,0,2,0,0,5
53215,0,0,1,0,0,0,3
53216,5,0,0,0,0,0,6
53217,0,6,0,0,6,0,7
53218,1,0,0,0,0,1,4
53219,0,0,0,0,0,0,2
53220,2,1,1,0,0,0,5
53221,0,0,0,1,0,0,2
53222,1,0,0,0,0,0,4
53223,0,1,0,0,0,0,3
53224,3,0,0,0,0,0,4
53225,0,0,2,0,0,0,3
53226,1,2,0,0,2,0,4
53227,0,0,0,0,0,0,3
53228,2,0,0,1,0,0,4
53229,0,1,0,0,0,1,3
53230,1,0,1,0,0,0,3
53231,0,0,0,0,0,0,1
53232,4,1,0,0,0,0,6
53233,0,0,0,0,0,0,1
53234,1,0,0,0,0,0,3
53235,0,2,1,1,2,0,6
53236,2,0,0,0,0,0,3
53237,0,0,0,0,0,0,2
53238,1,1,0,0,0,0,4
53239,0,0,0,0,0,0,1
53240,3,0,1,0,0,3,7
53241,0,1,0,0,0,0,2
53242,1,0,0,1,0,0,3
53243,0,0,0,0,0,0,2
53244,2,3,0,0,2,0,7
53245,0,0,1,0,0,0,3
53246,1,0,0,0,0,0,3
53247,0,1,0,0,0,0,2
53248,12,0,0,0,0,0,13
53249,0,0,0,1,0,0,2
53250,1,1,3,0,0,0,6
53251,0,0,0,0,0,1,3
53252,2,0,0,0,0,0,3
53253,0,2,0,0,2,0,4
53254,1,0,0,0,0,0,2
53255,0,0,1,0,0,0,2
53256,3,1,0,1,0,0,6
53257,0,0,0,0,0,0,2
53258,1,0,0,0,0,0,3
53259,0,1,0,0,0,0,3
53260,2,0,1,0,0,0,4
53261,0,0,0,0,0,0,3
53262,1,2,0,0,2,1,5
53263,0,0,0,2,0,0,3
53264,4,0,0,0,0,0,5
53265,0,1,1,0,0,0,4
53266,1,0,0,0,0,0,2
53267,0,0,0,0,0,0,1
53268,2,1,0,0,0,0,5
53269,0,0,0,0,0,0,1
53270,1,0,1,1,0,0,4
53271,0,3,0,0,2,0,4
53272,3,0,0,0,0,0,4
53273,0,0,0,0,0,1,3
53274,1,1,0,0,0,0,4
53275,0,0,2,0,0,0,3
53276,2,0,0,0,0,0,4
53277,0,1,0,1,0,0,4
53278,1,0,0,0,0,0,3
53279,0,0,0,0,0,0,1
53280,5,2,1,0,2,0,9
53281,0,0,0,0,0,0,1
53282,1,0,0,0,0,0,2
53283,0,1,0,0,0,0,2
53284,2,0,0,1,0,1,5
53285,0,0,1,0,0,0,2
53286,1,1,0,0,0,0,4
53287,0,0,0,0,0,0,2
53288,3,0,0,0,0,0,4
53289,0,2,0,0,2,0,4
53290,1,0,1,0,0,0,4
53291,0,0,0,1,0,0,3
53292,2,1,0,0,0,0,4
53293,0,0,0,0,0,0,2
53294,1,0,0,0,0,0,2
53295,0,1,1,0,0,1,5
53296,4,0,0,0,0,0,5
53297,0,0,0,0,0,0,2
53298,1,4,0,1,4,0,7
53299,0,0,0,0,0,0,1
53300,2,0,2,0,0,0,6
53301,0,1,0,0,0,0,3
53302,1,0,0,0,0,0,3
53303,0,0,0,0,0,0,2
53304,3,1,0,0,0,0,5
53305,0,0,1,1,0,0,3
53306,1,0,0,0,0,1,3
53307,0,2,0,0,2,0,3
53308,2,0,0,0,0,0,3
53309,0,0,0,0,0,0,1
53310,1,1,1,0,0,0,4
53311,0,0,0,0,0,0,2
53312,6,0,0,2,0,0,9
53313,0,1,0,0,0,0,3
53314,1,0,0,0,0,0,4
53315,0,0,1,0,0,0,2
53316,2,2,0,0,2,0,5
53317,0,0,0,0,0,1,3
53318,1,0,0,0,0,0,3
53319,0,1,0,1,0,0,3
53320,3,0,1,0,0,0,6
53321,0,0,0,0,0,0,2
53322,1,1,0,0,0,0,3
53323,0,0,0,0,0,0,1
53324,2,0,0,0,0,0,3
53325,0,3,2,0,2,0,6
53326,1,0,0,1,0,0,4
53327,0,0,0,0,0,0,1
53328,4,1,0,0,0,1,7
53329,0,0,0,0,0,0,2
53330,1,0,1,0,0,0,3
53331,0,1,0,0,0,0,3
53332,2,0,0,0,0,0,4
53333,0,0,0,1,0,0,3
53334,1,2,0,0,2,0,4
53335,0,0,1,0,0,0,2
53336,3,0,0,0,0,0,5
53337,0,1,0,0,0,0,3
53338,1,0,0,0,0,0,2
53339,0,0,0,0,0,1,3
53340,2,1,1,1,0,0,6
53341,0,0,0,0,0,0,2
53342,1,0,0,0,0,0,3
53343,0,2,0,0,2,0,3
53344,5,0,0,0,0,0,6
53345,0,0,1,0,0,0,3
53346,1,1,0,0,0,0,4
53347,0,0,0,1,0,0,2
53348,2,0,0,0,0,0,3
53349,0,1,0,0,0,0,2
53350,1,0,2,0,0,1,5
53351,0,0,0,0,0,0,2
53352,3,3,0,0,2,0,8
53353,0,0,0,0,0,0,1
53354,1,0,0,1,0,0,4
53355,0,1,1,0,0,0,3
53356,2,0,0,0,0,0,3
53357,0,0,0,0,0,0,2
53358,1,1,0,0,0,0,3
53359,0,0,0,0,0,0,1
53360,4,0,1,0,0,0,7
53361,0,2,0,2,2,2,6
53362,1,0,0,0,0,0,2
53363,0,0,0,0,0,0,3
53364,2,1,0,0,0,0,4
53365,0,0,1,0,0,0,3
53366,1,0,0,0,0,0,2
53367,0,1,0,0,0,0,2
53368,3,0,0,1,0,0,5
53369,0,0,0,0,0,0,2
53370,1,2,1,0,2,0,5
53371,0,0,0,0,0,0,3
53372,2,0,0,0,0,1,4
53373,0,1,0,0,0,0,2
53374,1,0,0,0,0,0,2
53375,0,0,3,1,0,0,5
53376,7,1,0,0,0,0,9
53377,0,0,0,0,0,0,1
53378,1,0,0,0,0,0,3
53379,0,4,0,0,4,0,5
53380,2,0,1,0,0,0,5
53381,0,0,0,0,0,0,1
53382,1,1,0,1,0,0,5
53383,0,0,0,0,0,1,3
53384,3,0,0,0,0,0,4
53385,0,1,1,0,0,0,3
53386,1,0,0,0,0,0,2
53387,0,0,0,0,0,0,2
53388,2,2,0,0,2,0,5
53389,0,0,0,1,0,0,3
53390,1,0,1,0,0,0,4
53391,0,1,0,0,0,0,4
53392,4,0,0,0,0,0,6
53393,0,0,0,0,0,0,2
53394,1,1,0,0,0,1,4
53395,0,0,1,0,0,0,3
53396,2,0,0,1,0,0,4
53397,0,2,0,0,2,0,4
53398,1,0,0,0,0,0,2
53399,0,0,0,0,0,0,2
53400,3,1,2,0,0,0,7
53401,0,0,0,0,0,0,1
53402,1,0,0,0,0,0,2
53403,0,1,0,1,0,0,3
53404,2,0,0,0,0,0,5
53405,0,0,1,0,0,1,3
53406,1,3,0,0,2,0,6
53407,0,0,0,0,0,0,1
53408,5,0,0,0,0,0,6
53409,0,1,0,0,0,0,3
53410,1,0,1,2,0,0,5
53411,0,0,0,0,0,0,1
53412,2,1,0,0,0,0,4
53413,0,0,0,0,0,0,2
53414,1,0,0,0,0,0,3
53415,0,2,1,0,2,0,4
53416,3,0,0,0,0,1,5
53417,0,0,0,1,0,0,3
53418,1,1,0,0,0,0,4
53419,0,0,0,0,0,0,1
53420,2,0,1,0,0,0,4
53421,0,1,0,0,0,0,2
53422,1,0,0,0,0,0,2
53423,0,0,0,0,0,0,2
53424,4,2,0,1,2,0,8
53425,0,0,2,0,0,0,3
53426,1,0,0,0,0,0,2
53427,0,1,0,0,0,1,3
53428,2,0,0,0,0,0,5
53429,0,0,0,0,0,0,3
53430,1,1,1,0,0,0,5
53431,0,0,0,1,0,0,3
53432,3,0,0,0,0,0,4
53433,0,3,0,0,2,0,4
53434,1,0,0,0,0,0,2
53435,0,0,1,0,0,0,2
53436,2,1,0,0,0,0,5
53437,0,0,0,0,0,0,1
53438,1,0,0,1,0,1,4
53439,0,1,0,0,0,0,3
53440,6,0,1,0,0,0,8
53441,0,0,0,0,0,0,1
53442,1,2,0,0,2,0,4
53443,0,0,0,0,0,0,2
53444,2,0,0,0,0,0,4
53445,0,1,1,1,0,0,4
53446,1,0,0,0,0,0,2
53447,0,0,0,0,0,0,3
53448,3,1,0,0,0,0,6
53449,0,0,0,0,0,1,3
53450,1,0,2,0,0,0,4
53451,0,2,0,0,2,0,3
53452,2,0,0,1,0,0,5
53453,0,0,0,0,0,0,1
53454,1,1,0,0,0,0,4
53455,0,0,1,0,0,0,2
53456,4,0,0,0,0,0,6
53457,0,1,0,0,0,0,3
53458,1,0,0,0,0,0,2
53459,0,0,0,2,0,0,3
53460,2,5,1,0,4,1,9
53461,0,0,0,0,0,0,2
53462,1,0,0,0,0,0,2
53463,0,1,0,0,0,0,3
53464,3,0,0,0,0,0,5
53465,0,0,1,0,0,0,4
53466,1,1,0,1,0,0,5
53467,0,0,0,0,0,0,2
53468,2,0,0,0,0,0,3
53469,0,2,0,0,2,0,4
53470,1,0,1,0,0,0,3
53471,0,0,0,0,0,1,2
53472,5,1,0,0,0,0,7
53473,0,0,0,1,0,0,2
53474,1,0,0,0,0,0,2
53475,0,1,2,0,0,0,5
53476,2,0,0,0,0,0,4
53477,0,0,0,0,0,0,2
53478,1,2,0,0,2,0,4
53479,0,0,0,0,0,0,1
53480,3,0,1,1,0,0,6
53481,0,1,0,0,0,0,2
53482,1,0,0,0,0,2,5
53483,0,0,0,0,0,0,2
53484,2,1,0,0,0,0,4
53485,0,0,1,0,0,0,3
53486,1,0,0,0,0,0,3
53487,0,3,0,1,2,0,5
53488,4,0,0,0,0,0,5
53489,0,0,0,0,0,0,2
53490,1,1,1,0,0,0,4
53491,0,0,0,0,0,0,2
53492,2,0,0,0,0,0,4
53493,0,1,0,0,0,1,3
53494,1,0,0,1,0,0,3
53495,0,0,1,0,0,0,3
53496,3,2,0,0,2,0,6
53497,0,0,0,0,0,0,2
53498,1,0,0,0,0,0,3
53499,0,1,0,0,0,0,3
53500,2,0,3,0,0,0,6
53501,0,0,0,1,0,0,2
53502,1,1,0,0,0,0,4
53503,0,0,0,0,0,0,1
53504,8,0,0,0,0,1,10
53505,0,2,1,0,2,0,5
53506,1,0,0,0,0,0,3
53507,0,0,0,0,0,0,1
53508,2,1,0,3,0,0,7
53509,0,0,0,0,0,0,2
53510,1,0,1,0,0,0,3
53511,0,1,0,0,0,0,2
53512,3,0,0,0,0,0,4
53513,0,0,0,0,0,0,2
53514,1,3,0,0,2,0,5
53515,0,0,1,1,0,1,4
53516,2,0,0,0,0,0,4
53517,0,1,0,0,0,0,2
53518,1,0,0,0,0,0,2
53519,0,0,0,0,0,0,2
53520,4,1,1,0,0,0,7
53521,0,0,0,0,0,0,3
53522,1,0,0,1,0,0,3
53523,0,2,0,0,2,0,4
53524,2,0,0,0,0,0,3
53525,0,0,2,0,0,0,3
53526,1,1,0,0,0,1,4
53527,0,0,0,0,0,0,1
53528,3,0,0,0,0,0,4
53529,0,1,0,1,0,0,3
53530,1,0,1,0,0,0,4
53531,0,0,0,0,0,0,2
53532,2,2,0,0,2,0,5
53533,0,0,0,0,0,0,3
53534,1,0,0,0,0,0,4
53535,0,1,1,0,0,0,4
53536,5,0,0,1,0,0,7
53537,0,0,0,0,0,1,3
53538,1,1,0,0,0,0,3
53539,0,0,0,0,0,0,2
53540,2,0,1,0,0,0,4
53541,0,4,0,0,4,0,5
53542,1,0,0,0,0,0,3
53543,0,0,0,1,0,0,2
53544,3,1,0,0,0,0,6
53545,0,0,1,0,0,0,2
53546,1,0,0,0,0,0,3
53547,0,1,0,0,0,0,3
53548,2,0,0,0,0,1,4
53549,0,0,0,0,0,0,1
53550,1,2,2,1,2,0,7
53551,0,0,0,0,0,0,1
53552,4,0,0,0,0,0,5
53553,0,1,0,0,0,0,2
53554,1,0,0,0,0,0,2
53555,0,0,1,0,0,0,2
53556,2,1,0,0,0,0,4
53557,0,0,0,2,0,0,3
53558,1,0,0,0,0,0,3
53559,0,2,0,0,2,1,4
53560,3,0,1,0,0,0,6
53561,0,0,0,0,0,0,2
53562,1,1,0,0,0,0,4
53563,0,0,0,0,0,0,2
53564,2,0,0,1,0,0,4
53565,0,1,1,0,0,0,3
53566,1,0,0,0,0,0,2
53567,0,0,0,0,0,0,3
53568,6,3,0,0,2,0,10
53569,0,0,0,0,0,0,1
53570,1,0,1,0,0,1,4
53571,0,1,0,1,0,0,3
53572,2,0,0,0,0,0,4
53573,0,0,0,0,0,0,3
53574,1,1,0,0,0,0,3
53575,0,0,2,0,0,0,3
53576,3,0,0,0,0,0,5
53577,0,2,0,0,2,0,3
53578,1,0,0,1,0,0,4
53579,0,0,0,0,0,0,2
53580,2,1,1,0,0,0,6
53581,0,0,0,0,0,1,2
53582,1,0,0,0,0,0,3
53583,0,1,0,0,0,0,3
53584,4,0,0,0,0,0,6
53585,0,0,1,1,0,0,3
53586,1,2,0,0,2,0,5
53587,0,0,0,0,0,0,2
53588,2,0,0,0,0,0,3
53589,0,1,0,0,0,0,2
53590,1,0,1,0,0,0,4
53591,0,0,0,0,0,0,1
53592,3,1,0,1,0,1,7
53593,0,0,0,0,0,0,1
53594,1,0,0,0,0,0,3
53595,0,3,1,0,2,0,5
53596,2,0,0,0,0,0,3
53597,0,0,0,0,0,0,1
53598,1,1,0,0,0,0,3
53599,0,0,0,1,0,0,4
53600,5,0,2,0,0,0,8
53601,0,1,0,0,0,0,3
53602,1,0,0,0,0,0,2
53603,0,0,0,0,0,2,3
53604,2,2,0,0,2,0,5
53605,0,0,1,0,0,0,3
53606,1,0,0,2,0,0,4
53607,0,1,0,0,0,0,3
53608,3,0,0,0,0,0,4
53609,0,0,0,0,0,0,1
53610,1,1,1,0,0,0,4
53611,0,0,0,0,0,0,1
53612,2,0,0,0,0,0,4
53613,0,2,0,1,2,0,5
53614,1,0,0,0,0,1,3
53615,0,0,1,0,0,0,2
53616,4,1,0,0,0,0,6
53617,0,0,0,0,0,0,1
53618,1,0,0,0,0,0,4
53619,0,1,0,0,0,0,3
53620,2,0,1,1,0,0,5
53621,0,0,0,0,0,0,3
53622,1,4,0,0,4,0,6
53623,0,0,0,0,0,0,1
53624,3,0,0,0,0,0,4
53625,0,1,3,0,0,1,6
53626,1,0,0,0,0,0,2
53627,0,0,0,1,0,0,3
53628,2,1,0,0,0,0,5
53629,0,0,0,0,0,0,1
53630,1,0,1,0,0,0,4
53631,0,2,0,0,2,0,4
53632,7,0,0,0,0,0,8
53633,0,0,0,0,0,0,1
53634,1,1,0,1,0,0,4
53635,0,0,1,0,0,0,3
53636,2,0,0,0,0,1,5
53637,0,1,0,0,0,0,3
53638,1,0,0,0,0,0,3
53639,0,0,0,0,0,0,1
53640,3,2,1,0,2,0,7
53641,0,0,0,1,0,0,3
53642,1,0,0,0,0,0,2
53643,0,1,0,0,0,0,2
53644,2,0,0,0,0,0,3
53645,0,0,1,0,0,0,2
53646,1,1,0,0,0,0,3
53647,0,0,0,0,0,1,2
53648,4,0,0,1,0,0,6
53649,0,3,0,0,2,0,4
53650,1,0,2,0,0,0,5
53651,0,0,0,0,0,0,2
53652,2,1,0,0,0,0,5
53653,0,0,0,0,0,0,1
53654,1,0,0,0,0,0,3
53655,0,1,1,2,0,0,5
53656,3,0,0,0,0,0,5
53657,0,0,0,0,0,0,1
53658,1,2,0,0,2,1,5
53659,0,0,0,0,0,0,2
53660,2,0,1,0,0,0,4
53661,0,1,0,0,0,0,3
53662,1,0,0,1,0,0,3
53663,0,0,0,0,0,0,2
53664,5,1,0,0,0,0,8
53665,0,0,1,0,0,0,2
53666,1,0,0,0,0,0,2
53667,0,2,0,0,2,0,4
53668,2,0,0,0,0,0,3
53669,0,0,0,1,0,1,4
53670,1,1,1,0,0,0,4
53671,0,0,0,0,0,0,2
53672,3,0,0,0,0,0,4
53673,0,1,0,0,0,0,2
53674,1,0,0,0,0,0,3
53675,0,0,2,0,0,0,4
53676,2,3,0,1,2,0,7
53677,0,0,0,0,0,0,2
53678,1,0,0,0,0,0,2
53679,0,1,0,0,0,0,3
53680,4,0,1,0,0,1,7
53681,0,0,0,0,0,0,1
53682,1,1,0,0,0,0,4
53683,0,0,0,1,0,0,2
53684,2,0,0,0,0,0,3
53685,0,2,1,0,2,0,4
53686,1,0,0,0,0,0,3
53687,0,0,0,0,0,0,2
53688,3,1,0,0,0,0,5
53689,0,0,0,0,0,0,2
53690,1,0,1,1,0,0,5
53691,0,1,0,0,0,1,3
53692,2,0,0,0,0,0,4
