n,Omega_2,Omega_3,Omega_5,Omega_7,Omega_9,Omega_11,Omega_total
53693,0,0,0,0,0,0,1
53694,1,2,0,0,2,0,5
53695,0,0,1,0,0,0,2
53696,6,0,0,0,0,0,7
53697,0,1,0,1,0,0,3
53698,1,0,0,0,0,0,2
53699,0,0,0,0,0,0,1
53700,2,1,2,0,0,0,6
53701,0,0,0,0,0,0,2
53702,1,0,0,0,0,1,3
53703,0,5,0,0,4,0,7
53704,3,0,0,2,0,0,6
53705,0,0,1,0,0,0,3
53706,1,1,0,0,0,0,3
53707,0,0,0,0,0,0,2
53708,2,0,0,0,0,0,4
53709,0,1,0,0,0,0,2
53710,1,0,1,0,0,0,4
53711,0,0,0,1,0,0,2
53712,4,2,0,0,2,0,7
53713,0,0,0,0,0,1,3
53714,1,0,0,0,0,0,3
53715,0,1,1,0,0,0,3
53716,2,0,0,0,0,0,4
53717,0,0,0,0,0,0,1
53718,1,1,0,1,0,0,4
53719,0,0,0,0,0,0,1
53720,3,0,1,0,0,0,6
53721,0,2,0,0,2,0,4
53722,1,0,0,0,0,0,2
53723,0,0,0,0,0,0,2
53724,2,1,0,0,0,2,6
53725,0,0,2,1,0,0,4
53726,1,0,0,0,0,0,2
53727,0,1,0,0,0,0,2
53728,5,0,0,0,0,0,7
53729,0,0,0,0,0,0,2
53730,1,3,1,0,2,0,6
53731,0,0,0,0,0,0,1
53732,2,0,0,1,0,0,5
53733,0,1,0,0,0,0,2
53734,1,0,0,0,0,0,3
53735,0,0,1,0,0,1,3
53736,3,1,0,0,0,0,5
53737,0,0,0,0,0,0,3
53738,1,0,0,0,0,0,3
53739,0,2,0,1,2,0,4
53740,2,0,1,0,0,0,4
53741,0,0,0,0,0,0,2
53742,1,1,0,0,0,0,5
53743,0,0,0,0,0,0,2
53744,4,0,0,0,0,0,5
53745,0,1,1,0,0,0,3
53746,1,0,0,1,0,1,4
53747,0,0,0,0,0,0,2
53748,2,2,0,0,2,0,5
53749,0,0,0,0,0,0,2
53750,1,0,4,0,0,0,6
53751,0,1,0,0,0,0,4
53752,3,0,0,0,0,0,4
53753,0,0,0,2,0,0,3
53754,1,1,0,0,0,0,5
53755,0,0,1,0,0,0,3
53756,2,0,0,0,0,0,4
53757,0,3,0,0,2,1,5
53758,1,0,0,0,0,0,2
53759,0,0,0,0,0,0,1
53760,9,1,1,1,0,0,12
53761,0,0,0,0,0,0,2
53762,1,0,0,0,0,0,2
53763,0,1,0,0,0,0,2
53764,2,0,0,0,0,0,3
53765,0,0,1,0,0,0,2
53766,1,2,0,0,2,0,5
53767,0,0,0,1,0,0,2
53768,3,0,0,0,0,1,6
53769,0,1,0,0,0,0,2
53770,1,0,1,0,0,0,4
53771,0,0,0,0,0,0,2
53772,2,1,0,0,0,0,4
53773,0,0,0,0,0,0,1
53774,1,0,0,1,0,0,4
53775,0,2,2,0,2,0,5
53776,4,0,0,0,0,0,5
53777,0,0,0,0,0,0,1
53778,1,1,0,0,0,0,3
53779,0,0,0,0,0,1,2
53780,2,0,1,0,0,0,4
53781,0,1,0,1,0,0,4
53782,1,0,0,0,0,0,2
53783,0,0,0,0,0,0,1
53784,3,4,0,0,4,0,8
53785,0,0,1,0,0,0,3
53786,1,0,0,0,0,0,2
53787,0,1,0,0,0,0,2
53788,2,0,0,1,0,0,5
53789,0,0,0,0,0,0,3
53790,1,1,1,0,0,1,5
53791,0,0,0,0,0,0,1
53792,5,0,0,0,0,0,7
53793,0,2,0,0,2,0,4
53794,1,0,0,0,0,0,3
53795,0,0,1,1,0,0,4
53796,2,1,0,0,0,0,4
53797,0,0,0,0,0,0,2
53798,1,0,0,0,0,0,3
53799,0,1,0,0,0,0,3
53800,3,0,2,0,0,0,6
53801,0,0,0,0,0,1,3
53802,1,2,0,2,2,0,6
53803,0,0,0,0,0,0,2
53804,2,0,0,0,0,0,3
53805,0,1,1,0,0,0,4
53806,1,0,0,0,0,0,2
53807,0,0,0,0,0,0,2
53808,4,1,0,0,0,0,7
53809,0,0,0,1,0,0,2
53810,1,0,1,0,0,0,3
53811,0,3,0,0,2,0,4
53812,2,0,0,0,0,1,4
53813,0,0,0,0,0,0,1
53814,1,1,0,0,0,0,3
53815,0,0,1,0,0,0,3
53816,3,0,0,1,0,0,6
53817,0,1,0,0,0,0,2
53818,1,0,0,0,0,0,3
53819,0,0,0,0,0,0,1
53820,2,2,1,0,2,0,7
53821,0,0,0,0,0,0,2
53822,1,0,0,0,0,0,3
53823,0,1,0,1,0,1,4
53824,6,0,0,0,0,0,8
53825,0,0,2,0,0,0,3
53826,1,1,0,0,0,0,3
53827,0,0,0,0,0,0,2
53828,2,0,0,0,0,0,3
53829,0,2,0,0,2,0,3
53830,1,0,1,1,0,0,4
53831,0,0,0,0,0,0,1
53832,3,1,0,0,0,0,5
53833,0,0,0,0,0,0,3
53834,1,0,0,0,0,1,3
53835,0,1,1,0,0,0,4
53836,2,0,0,0,0,0,4
53837,0,0,0,1,0,0,2
53838,1,3,0,0,2,0,5
53839,0,0,0,0,0,0,2
53840,4,0,1,0,0,0,6
53841,0,1,0,0,0,0,3
53842,1,0,0,0,0,0,2
53843,0,0,0,0,0,0,2
53844,2,1,0,1,0,0,5
53845,0,0,1,0,0,2,4
53846,1,0,0,0,0,0,4
53847,0,2,0,0,2,0,4
53848,3,0,0,0,0,0,5
53849,0,0,0,0,0,0,1
53850,1,1,2,0,0,0,5
53851,0,0,0,3,0,0,4
53852,2,0,0,0,0,0,3
53853,0,1,0,0,0,0,3
53854,1,0,0,0,0,0,2
53855,0,0,1,0,0,0,2
53856,5,2,0,0,2,1,9
53857,0,0,0,0,0,0,1
53858,1,0,0,1,0,0,3
53859,0,1,0,0,0,0,3
53860,2,0,1,0,0,0,4
53861,0,0,0,0,0,0,1
53862,1,1,0,0,0,0,4
53863,0,0,0,0,0,0,2
53864,3,0,0,0,0,0,4
53865,0,4,1,1,4,0,7
53866,1,0,0,0,0,0,3
53867,0,0,0,0,0,1,3
53868,2,1,0,0,0,0,5
53869,0,0,0,0,0,0,2
53870,1,0,1,0,0,0,3
53871,0,1,0,0,0,0,2
53872,4,0,0,1,0,0,7
53873,0,0,0,0,0,0,2
53874,1,2,0,0,2,0,5
53875,0,0,3,0,0,0,4
53876,2,0,0,0,0,0,3
53877,0,1,0,0,0,0,2
53878,1,0,0,0,0,1,4
53879,0,0,0,1,0,0,3
53880,3,1,1,0,0,0,6
53881,0,0,0,0,0,0,1
53882,1,0,0,0,0,0,3
53883,0,2,0,0,2,0,3
53884,2,0,0,0,0,0,4
53885,0,0,1,0,0,0,3
53886,1,1,0,1,0,0,4
53887,0,0,0,0,0,0,1
53888,7,0,0,0,0,0,8
53889,0,1,0,0,0,1,4
53890,1,0,1,0,0,0,4
53891,0,0,0,0,0,0,1
53892,2,3,0,0,2,0,6
53893,0,0,0,1,0,0,2
53894,1,0,0,0,0,0,2
53895,0,1,1,0,0,0,3
53896,3,0,0,0,0,0,4
53897,0,0,0,0,0,0,1
53898,1,1,0,0,0,0,4
53899,0,0,0,0,0,0,1
53900,2,0,2,2,0,1,7
53901,0,2,0,0,2,0,4
53902,1,0,0,0,0,0,2
53903,0,0,0,0,0,0,2
53904,4,1,0,0,0,0,6
53905,0,0,1,0,0,0,2
53906,1,0,0,0,0,0,2
53907,0,1,0,1,0,0,4
53908,2,0,0,0,0,0,3
53909,0,0,0,0,0,0,3
53910,1,2,1,0,2,0,5
53911,0,0,0,0,0,1,4
53912,3,0,0,0,0,0,5
53913,0,1,0,0,0,0,2
53914,1,0,0,1,0,0,3
53915,0,0,1,0,0,0,3
53916,2,1,0,0,0,0,4
53917,0,0,0,0,0,0,1
53918,1,0,0,0,0,0,2
53919,0,3,0,0,2,0,4
53920,5,0,1,0,0,0,7
53921,0,0,0,1,0,0,2
53922,1,1,0,0,0,1,5
53923,0,0,0,0,0,0,1
53924,2,0,0,0,0,0,5
53925,0,1,2,0,0,0,4
53926,1,0,0,0,0,0,3
53927,0,0,0,0,0,0,1
53928,3,2,0,1,2,0,7
53929,0,0,0,0,0,0,2
53930,1,0,1,0,0,0,3
53931,0,1,0,0,0,0,2
53932,2,0,0,0,0,0,4
53933,0,0,0,0,0,1,2
53934,1,1,0,0,0,0,4
53935,0,0,1,1,0,0,4
53936,4,0,0,0,0,0,5
53937,0,2,0,0,2,0,4
53938,1,0,0,0,0,0,3
53939,0,0,0,0,0,0,1
53940,2,1,1,0,0,0,6
53941,0,0,0,0,0,0,3
53942,1,0,0,1,0,0,3
53943,0,1,0,0,0,0,2
53944,3,0,0,0,0,1,5
53945,0,0,1,0,0,0,2
53946,1,6,0,0,6,0,8
53947,0,0,0,0,0,0,2
53948,2,0,0,0,0,0,3
53949,0,1,0,2,0,0,4
53950,1,0,2,0,0,0,5
53951,0,0,0,0,0,0,1
53952,6,1,0,0,0,0,8
53953,0,0,0,0,0,0,2
53954,1,0,0,0,0,0,3
53955,0,2,1,0,2,1,5
53956,2,0,0,1,0,0,5
53957,0,0,0,0,0,0,2
53958,1,1,0,0,0,0,5
53959,0,0,0,0,0,0,1
53960,3,0,1,0,0,0,6
53961,0,1,0,0,0,0,2
53962,1,0,0,0,0,0,2
53963,0,0,0,1,0,0,3
53964,2,2,0,0,2,0,5
53965,0,0,1,0,0,0,3
53966,1,0,0,0,0,2,4
53967,0,1,0,0,0,0,2
53968,4,0,0,0,0,0,5
53969,0,0,0,0,0,0,2
53970,1,1,1,1,0,0,5
53971,0,0,0,0,0,0,2
53972,2,0,0,0,0,0,4
53973,0,3,0,0,2,0,4
53974,1,0,0,0,0,0,2
53975,0,0,2,0,0,0,4
53976,3,1,0,0,0,0,6
53977,0,0,0,1,0,1,3
53978,1,0,0,0,0,0,3
53979,0,1,0,0,0,0,3
53980,2,0,1,0,0,0,4
53981,0,0,0,0,0,0,2
53982,1,2,0,0,2,0,4
53983,0,0,0,0,0,0,2
53984,5,0,0,1,0,0,7
53985,0,1,1,0,0,0,4
53986,1,0,0,0,0,0,2
53987,0,0,0,0,0,0,1
53988,2,1,0,0,0,1,5
53989,0,0,0,0,0,0,2
53990,1,0,1,0,0,0,3
53991,0,2,0,1,2,0,4
53992,3,0,0,0,0,0,5
53993,0,0,0,0,0,0,1
53994,1,1,0,0,0,0,3
53995,0,0,1,0,0,0,2
53996,2,0,0,0,0,0,3
53997,0,1,0,0,0,0,3
53998,1,0,0,2,0,0,5
53999,0,0,0,0,0,1,2
54000,4,3,3,0,2,0,10
54001,0,0,0,0,0,0,1
54002,1,0,0,0,0,0,4
54003,0,1,0,0,0,0,3
54004,2,0,0,0,0,0,4
54005,0,0,1,1,0,0,3
54006,1,1,0,0,0,0,3
54007,0,0,0,0,0,0,2
54008,3,0,0,0,0,0,5
54009,0,2,0,0,2,0,4
54010,1,0,1,0,0,1,4
54011,0,0,0,0,0,0,1
54012,2,1,0,1,0,0,5
54013,0,0,0,0,0,0,1
54014,1,0,0,0,0,0,3
54015,0,1,1,0,0,0,4
54016,8,0,0,0,0,0,9
54017,0,0,0,0,0,0,2
54018,1,2,0,0,2,0,4
54019,0,0,0,1,0,0,2
54020,2,0,1,0,0,0,5
54021,0,1,0,0,0,1,3
54022,1,0,0,0,0,0,2
54023,0,0,0,0,0,0,2
54024,3,1,0,0,0,0,5
54025,0,0,2,0,0,0,3
54026,1,0,0,1,0,0,4
54027,0,4,0,0,4,0,6
54028,2,0,0,0,0,0,4
54029,0,0,0,0,0,0,2
54030,1,1,1,0,0,0,4
54031,0,0,0,0,0,0,2
54032,4,0,0,0,0,1,6
54033,0,1,0,1,0,0,4
54034,1,0,0,0,0,0,2
54035,0,0,1,0,0,0,3
54036,2,2,0,0,2,0,6
54037,0,0,0,0,0,0,1
54038,1,0,0,0,0,0,3
54039,0,1,0,0,0,0,2
54040,3,0,1,1,0,0,6
54041,0,0,0,0,0,0,2
54042,1,1,0,0,0,0,3
54043,0,0,0,0,0,1,4
54044,2,0,0,0,0,0,4
54045,0,2,1,0,2,0,4
54046,1,0,0,0,0,0,3
54047,0,0,0,2,0,0,3
54048,5,1,0,0,0,0,7
54049,0,0,0,0,0,0,1
54050,1,0,2,0,0,0,5
54051,0,1,0,0,0,0,3
54052,2,0,0,0,0,0,3
54053,0,0,0,0,0,0,2
54054,1,3,0,1,2,1,7
54055,0,0,1,0,0,0,3
54056,3,0,0,0,0,0,5
54057,0,1,0,0,0,0,3
54058,1,0,0,0,0,0,3
54059,0,0,0,0,0,0,1
54060,2,1,1,0,0,0,6
54061,0,0,0,1,0,0,2
54062,1,0,0,0,0,0,2
54063,0,2,0,0,2,0,3
54064,4,0,0,0,0,0,6
54065,0,0,1,0,0,1,3
54066,1,1,0,0,0,0,3
54067,0,0,0,0,0,0,2
54068,2,0,0,1,0,0,4
54069,0,1,0,0,0,0,3
54070,1,0,1,0,0,0,3
54071,0,0,0,0,0,0,2
54072,3,2,0,0,2,0,6
54073,0,0,0,0,0,0,2
54074,1,0,0,0,0,0,3
54075,0,1,2,1,0,0,5
54076,2,0,0,0,0,1,4
54077,0,0,0,0,0,0,2
54078,1,1,0,0,0,0,3
54079,0,0,0,0,0,0,2
54080,6,0,1,0,0,0,9
54081,0,3,0,0,2,0,4
54082,1,0,0,1,0,0,3
54083,0,0,0,0,0,0,1
54084,2,1,0,0,0,0,4
54085,0,0,1,0,0,0,3
54086,1,0,0,0,0,0,2
54087,0,1,0,0,0,2,4
54088,3,0,0,0,0,0,4
54089,0,0,0,1,0,0,2
54090,1,2,1,0,2,0,5
54091,0,0,0,0,0,0,1
54092,2,0,0,0,0,0,3
54093,0,1,0,0,0,0,4
54094,1,0,0,0,0,0,4
54095,0,0,1,0,0,0,3
54096,4,1,0,2,0,0,8
54097,0,0,0,0,0,0,2
54098,1,0,0,0,0,1,3
54099,0,2,0,0,2,0,3
54100,2,0,2,0,0,0,5
54101,0,0,0,0,0,0,1
54102,1,1,0,0,0,0,4
54103,0,0,0,1,0,0,3
54104,3,0,0,0,0,0,4
54105,0,1,1,0,0,0,3
54106,1,0,0,0,0,0,3
54107,0,0,0,0,0,0,2
54108,2,4,0,0,4,0,7
54109,0,0,0,0,0,1,2
54110,1,0,1,1,0,0,4
54111,0,1,0,0,0,0,3
54112,5,0,0,0,0,0,7
54113,0,0,0,0,0,0,2
54114,1,1,0,0,0,0,4
54115,0,0,1,0,0,0,3
54116,2,0,0,0,0,0,4
54117,0,2,0,1,2,0,4
54118,1,0,0,0,0,0,2
54119,0,0,0,0,0,0,3
54120,3,1,1,0,0,1,7
54121,0,0,0,0,0,0,1
54122,1,0,0,0,0,0,2
54123,0,1,0,0,0,0,2
54124,2,0,0,1,0,0,4
54125,0,0,3,0,0,0,4
54126,1,2,0,0,2,0,5
54127,0,0,0,0,0,0,2
54128,4,0,0,0,0,0,6
54129,0,1,0,0,0,0,2
54130,1,0,1,0,0,0,3
54131,0,0,0,1,0,1,4
54132,2,1,0,0,0,0,5
54133,0,0,0,0,0,0,1
54134,1,0,0,0,0,0,2
54135,0,3,1,0,2,0,5
54136,3,0,0,0,0,0,5
54137,0,0,0,0,0,0,2
54138,1,1,0,1,0,0,4
54139,0,0,0,0,0,0,1
54140,2,0,1,0,0,0,4
54141,0,1,0,0,0,0,2
54142,1,0,0,0,0,1,4
54143,0,0,0,0,0,0,2
54144,7,2,0,0,2,0,10
54145,0,0,1,2,0,0,5
54146,1,0,0,0,0,0,2
54147,0,1,0,0,0,0,2
54148,2,0,0,0,0,0,3
54149,0,0,0,0,0,0,2
54150,1,1,2,0,0,0,6
54151,0,0,0,0,0,0,1
54152,3,0,0,1,0,0,5
54153,0,2,0,0,2,1,4
54154,1,0,0,0,0,0,2
54155,0,0,1,0,0,0,2
54156,2,1,0,0,0,0,4
54157,0,0,0,0,0,0,2
54158,1,0,0,0,0,0,3
54159,0,1,0,1,0,0,3
54160,4,0,1,0,0,0,6
54161,0,0,0,0,0,0,2
54162,1,3,0,0,2,0,6
54163,0,0,0,0,0,0,1
54164,2,0,0,0,0,1,4
54165,0,1,1,0,0,0,4
54166,1,0,0,1,0,0,4
54167,0,0,0,0,0,0,1
54168,3,1,0,0,0,0,6
54169,0,0,0,0,0,0,2
54170,1,0,1,0,0,0,3
54171,0,2,0,0,2,0,4
54172,2,0,0,0,0,0,4
54173,0,0,0,1,0,0,3
54174,1,1,0,0,0,0,3
54175,0,0,2,0,0,1,4
54176,5,0,0,0,0,0,6
54177,0,1,0,0,0,0,2
54178,1,0,0,0,0,0,3
54179,0,0,0,0,0,0,2
54180,2,2,1,1,2,0,7
54181,0,0,0,0,0,0,1
54182,1,0,0,0,0,0,2
54183,0,1,0,0,0,0,2
54184,3,0,0,0,0,0,5
54185,0,0,1,0,0,0,2
54186,1,1,0,0,0,1,4
54187,0,0,0,1,0,0,2
54188,2,0,0,0,0,0,5
54189,0,5,0,0,4,0,6
54190,1,0,1,0,0,0,3
54191,0,0,0,0,0,0,2
54192,4,1,0,0,0,0,6
54193,0,0,0,0,0,0,1
54194,1,0,0,3,0,0,5
54195,0,1,1,0,0,0,3
54196,2,0,0,0,0,0,4
54197,0,0,0,0,0,1,3
54198,1,2,0,0,2,0,4
54199,0,0,0,0,0,0,2
54200,3,0,2,0,0,0,6
54201,0,1,0,1,0,0,4
54202,1,0,0,0,0,0,3
54203,0,0,0,0,0,0,2
54204,2,1,0,0,0,0,4
54205,0,0,1,0,0,0,3
54206,1,0,0,0,0,0,2
54207,0,2,0,0,2,0,4
54208,6,0,0,1,0,2,9
54209,0,0,0,0,0,0,2
54210,1,1,1,0,0,0,5
54211,0,0,0,0,0,0,2
54212,2,0,0,0,0,0,3
54213,0,1,0,0,0,0,3
54214,1,0,0,0,0,0,2
54215,0,0,1,1,0,0,3
54216,3,3,0,0,2,0,7
54217,0,0,0,0,0,0,1
54218,1,0,0,0,0,0,2
54219,0,1,0,0,0,1,4
54220,2,0,1,0,0,0,4
54221,0,0,0,0,0,0,2
54222,1,1,0,1,0,0,4
54223,0,0,0,0,0,0,3
54224,4,0,0,0,0,0,5
54225,0,2,2,0,2,0,5
54226,1,0,0,0,0,0,3
54227,0,0,0,0,0,0,2
54228,2,1,0,0,0,0,4
54229,0,0,0,1,0,0,3
54230,1,0,1,0,0,1,5
54231,0,1,0,0,0,0,2
54232,3,0,0,0,0,0,4
54233,0,0,0,0,0,0,2
54234,1,2,0,0,2,0,5
54235,0,0,1,0,0,0,2
54236,2,0,0,1,0,0,5
54237,0,1,0,0,0,0,3
54238,1,0,0,0,0,0,3
54239,0,0,0,0,0,0,2
54240,5,1,1,0,0,0,8
54241,0,0,0,0,0,1,2
54242,1,0,0,0,0,0,3
54243,0,3,0,2,2,0,6
54244,2,0,0,0,0,0,4
54245,0,0,1,0,0,0,3
54246,1,1,0,0,0,0,3
54247,0,0,0,0,0,0,2
54248,3,0,0,0,0,0,4
54249,0,1,0,0,0,0,4
54250,1,0,3,1,0,0,6
54251,0,0,0,0,0,0,1
54252,2,2,0,0,2,1,6
54253,0,0,0,0,0,0,2
54254,1,0,0,0,0,0,2
54255,0,1,1,0,0,0,3
54256,4,0,0,0,0,0,5
54257,0,0,0,1,0,0,3
54258,1,1,0,0,0,0,3
54259,0,0,0,0,0,0,2
54260,2,0,1,0,0,0,4
54261,0,2,0,0,2,0,3
54262,1,0,0,0,0,0,3
54263,0,0,0,0,0,1,2
54264,3,1,0,1,0,0,7
54265,0,0,1,0,0,0,2
54266,1,0,0,0,0,0,3
54267,0,1,0,0,0,0,2
54268,2,0,0,0,0,0,3
54269,0,0,0,0,0,0,1
54270,1,4,1,0,4,0,7
54271,0,0,0,1,0,0,2
54272,10,0,0,0,0,0,11
54273,0,1,0,0,0,0,3
54274,1,0,0,0,0,1,3
54275,0,0,2,0,0,0,4
54276,2,1,0,0,0,0,4
54277,0,0,0,0,0,0,1
54278,1,0,0,1,0,0,3
54279,0,2,0,0,2,0,4
54280,3,0,1,0,0,0,6
54281,0,0,0,0,0,0,3
54282,1,1,0,0,0,0,4
54283,0,0,0,0,0,0,2
54284,2,0,0,0,0,0,4
54285,0,1,1,1,0,1,5
54286,1,0,0,0,0,0,2
54287,0,0,0,0,0,0,1
54288,4,2,0,0,2,0,8
54289,0,0,0,0,0,0,2
54290,1,0,1,0,0,0,4
54291,0,1,0,0,0,0,2
54292,2,0,0,2,0,0,5
54293,0,0,0,0,0,0,1
54294,1,1,0,0,0,0,3
54295,0,0,1,0,0,0,2
54296,3,0,0,0,0,1,5
54297,0,3,0,0,2,0,4
54298,1,0,0,0,0,0,3
54299,0,0,0,1,0,0,2
54300,2,1,2,0,0,0,6
54301,0,0,0,0,0,0,2
54302,1,0,0,0,0,0,3
54303,0,1,0,0,0,0,3
54304,5,0,0,0,0,0,6
54305,0,0,1,0,0,0,2
54306,1,2,0,1,2,0,5
54307,0,0,0,0,0,1,2
54308,2,0,0,0,0,0,3
54309,0,1,0,0,0,0,3
54310,1,0,1,0,0,0,3
54311,0,0,0,0,0,0,1
54312,3,1,0,0,0,0,6
54313,0,0,0,1,0,0,2
54314,1,0,0,0,0,0,3
54315,0,2,1,0,2,0,5
54316,2,0,0,0,0,0,4
54317,0,0,0,0,0,0,2
54318,1,1,0,0,0,1,4
54319,0,0,0,0,0,0,1
54320,4,0,1,1,0,0,7
54321,0,1,0,0,0,0,3
54322,1,0,0,0,0,0,3
54323,0,0,0,0,0,0,1
54324,2,3,0,0,2,0,6
54325,0,0,2,0,0,0,4
54326,1,0,0,0,0,0,3
54327,0,1,0,1,0,0,4
54328,3,0,0,0,0,0,4
54329,0,0,0,0,0,2,3
54330,1,1,1,0,0,0,4
54331,0,0,0,0,0,0,1
54332,2,0,0,0,0,0,5
54333,0,2,0,0,2,0,3
54334,1,0,0,1,0,0,3
54335,0,0,1,0,0,0,2
54336,6,1,0,0,0,0,8
54337,0,0,0,0,0,0,2
54338,1,0,0,0,0,0,3
54339,0,1,0,0,0,0,3
54340,2,0,1,0,0,1,6
54341,0,0,0,2,0,0,3
54342,1,2,0,0,2,0,4
54343,0,0,0,0,0,0,2
54344,3,0,0,0,0,0,4
54345,0,1,1,0,0,0,3
54346,1,0,0,0,0,0,3
54347,0,0,0,0,0,0,1
54348,2,1,0,1,0,0,5
54349,0,0,0,0,0,0,3
54350,1,0,2,0,0,0,4
54351,0,4,0,0,4,1,6
54352,4,0,0,0,0,0,6
54353,0,0,0,0,0,0,3
54354,1,1,0,0,0,0,3
54355,0,0,1,1,0,0,3
54356,2,0,0,0,0,0,4
54357,0,1,0,0,0,0,2
54358,1,0,0,0,0,0,2
54359,0,0,0,0,0,0,2
54360,3,2,1,0,2,0,7
54361,0,0,0,0,0,0,1
54362,1,0,0,1,0,1,4
54363,0,1,0,0,0,0,2
54364,2,0,0,0,0,0,3
54365,0,0,1,0,0,0,3
54366,1,1,0,0,0,0,5
54367,0,0,0,0,0,0,1
54368,5,0,0,0,0,0,6
54369,0,2,0,1,2,0,4
54370,1,0,1,0,0,0,3
54371,0,0,0,0,0,0,1
54372,2,1,0,0,0,0,5
54373,0,0,0,0,0,1,2
54374,1,0,0,0,0,0,3
54375,0,1,4,0,0,0,6
54376,3,0,0,1,0,0,5
54377,0,0,0,0,0,0,1
54378,1,3,0,0,2,0,6
54379,0,0,0,0,0,0,3
54380,2,0,1,0,0,0,4
54381,0,1,0,0,0,0,2
54382,1,0,0,0,0,0,2
54383,0,0,0,1,0,0,3
54384,4,1,0,0,0,1,7
54385,0,0,1,0,0,0,3
54386,1,0,0,0,0,0,3
54387,0,2,0,0,2,0,3
54388,2,0,0,0,0,0,3
54389,0,0,0,0,0,0,2
54390,1,1,1,2,0,0,6
54391,0,0,0,0,0,0,2
54392,3,0,0,0,0,0,5
54393,0,1,0,0,0,0,2
54394,1,0,0,0,0,0,2
54395,0,0,1,0,0,1,4
54396,2,2,0,0,2,0,5
54397,0,0,0,1,0,0,3
54398,1,0,0,0,0,0,3
54399,0,1,0,0,0,0,2
54400,7,0,2,0,0,0,10
54401,0,0,0,0,0,0,1
54402,1,1,0,0,0,0,3
54403,0,0,0,0,0,0,1
54404,2,0,0,1,0,0,5
54405,0,3,1,0,2,0,6
54406,1,0,0,0,0,1,3
54407,0,0,0,0,0,0,2
54408,3,1,0,0,0,0,5
54409,0,0,0,0,0,0,1
54410,1,0,1,0,0,0,3
54411,0,1,0,1,0,0,3
54412,2,0,0,0,0,0,4
54413,0,0,0,0,0,0,1
54414,1,2,0,0,2,0,4
54415,0,0,1,0,0,0,2
54416,4,0,0,0,0,0,6
54417,0,1,0,0,0,1,4
54418,1,0,0,1,0,0,5
54419,0,0,0,0,0,0,1
54420,2,1,1,0,0,0,5
54421,0,0,0,0,0,0,1
54422,1,0,0,0,0,0,2
54423,0,2,0,0,2,0,3
54424,3,0,0,0,0,0,4
54425,0,0,2,1,0,0,4
54426,1,1,0,0,0,0,4
54427,0,0,0,0,0,0,2
54428,2,0,0,0,0,1,4
54429,0,1,0,0,0,0,2
54430,1,0,1,0,0,0,3
54431,0,0,0,0,0,0,3
54432,5,5,0,1,4,0,11
54433,0,0,0,0,0,0,2
54434,1,0,0,0,0,0,3
54435,0,1,1,0,0,0,4
54436,2,0,0,0,0,0,4
54437,0,0,0,0,0,0,1
54438,1,1,0,0,0,0,4
54439,0,0,0,2,0,1,4
54440,3,0,1,0,0,0,5
54441,0,2,0,0,2,0,4
54442,1,0,0,0,0,0,3
54443,0,0,0,0,0,0,1
54444,2,1,0,0,0,0,5
54445,0,0,1,0,0,0,2
54446,1,0,0,1,0,0,3
54447,0,1,0,0,0,0,2
54448,4,0,0,0,0,0,6
54449,0,0,0,0,0,0,1
54450,1,2,2,0,2,2,7
54451,0,0,0,0,0,0,2
54452,2,0,0,0,0,0,3
54453,0,1,0,1,0,0,3
54454,1,0,0,0,0,0,3
54455,0,0,1,0,0,0,2
54456,3,1,0,0,0,0,5
54457,0,0,0,0,0,0,3
54458,1,0,0,0,0,0,3
54459,0,3,0,0,2,0,4
54460,2,0,1,1,0,0,5
54461,0,0,0,0,0,1,2
54462,1,1,0,0,0,0,4
54463,0,0,0,0,0,0,2
54464,6,0,0,0,0,0,8
54465,0,1,1,0,0,0,3
54466,1,0,0,0,0,0,3
54467,0,0,0,1,0,0,3
54468,2,2,0,0,2,0,6
54469,0,0,0,0,0,0,1
54470,1,0,1,0,0,0,4
54471,0,1,0,0,0,0,3
54472,3,0,0,0,0,1,5
54473,0,0,0,0,0,0,3
54474,1,1,0,1,0,0,4
54475,0,0,2,0,0,0,3
54476,2,0,0,0,0,0,3
54477,0,2,0,0,2,0,3
54478,1,0,0,0,0,0,2
54479,0,0,0,0,0,0,2
54480,4,1,1,0,0,0,7
54481,0,0,0,1,0,0,3
54482,1,0,0,0,0,0,2
54483,0,1,0,0,0,1,4
54484,2,0,0,0,0,0,4
54485,0,0,1,0,0,0,3
54486,1,3,0,0,2,0,5
54487,0,0,0,0,0,0,3
54488,3,0,0,2,0,0,6
54489,0,1,0,0,0,0,3
54490,1,0,1,0,0,0,3
54491,0,0,0,0,0,0,2
54492,2,1,0,0,0,0,5
54493,0,0,0,0,0,0,1
54494,1,0,0,0,0,1,3
54495,0,2,1,1,2,0,5
54496,5,0,0,0,0,0,7
54497,0,0,0,0,0,0,1
54498,1,1,0,0,0,0,4
54499,0,0,0,0,0,0,1
54500,2,0,3,0,0,0,6
54501,0,1,0,0,0,0,3
54502,1,0,0,1,0,0,4
54503,0,0,0,0,0,0,1
54504,3,2,0,0,2,0,6
54505,0,0,1,0,0,1,3
54506,1,0,0,0,0,0,2
54507,0,1,0,0,0,0,2
54508,2,0,0,0,0,0,3
54509,0,0,0,1,0,0,3
54510,1,1,1,0,0,0,5
54511,0,0,0,0,0,0,3
54512,4,0,0,0,0,0,5
