sample,tray_num,block_num,desert,fire_name,fire_year,TSF,TSF2,burn,plot_num,fullplot_name,line,location,overstory,unique_ID,date_coll
275,35,4,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,3,10,S,SO-GAT-80-3-3-10-S,2018-09-23
365,46,6,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,3,20,I,SO-GAT-80-3-3-20-I,2018-09-23
473,60,5,SO,GAT,80,30,30F,burned,36,SO-GAT-80-3,3,20,S,SO-GAT-80-3-3-20-S,2018-09-23
44,6,3,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,1,10,I,SO-GAT-CON-1-1-10-I,2018-09-24
207,26,2,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,1,10,S,SO-GAT-CON-1-1-10-S,2018-09-24
163,21,1,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,1,20,I,SO-GAT-CON-1-1-20-I,2018-09-24
359,45,6,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,1,20,S,SO-GAT-CON-1-1-20-S,2018-09-24
279,35,4,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,2,10,I,SO-GAT-CON-1-2-10-I,2018-09-24
128,16,3,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,2,10,S,SO-GAT-CON-1-2-10-S,2018-09-24
81,11,4,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,2,20,I,SO-GAT-CON-1-2-20-I,2018-09-24
392,49,5,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,2,20,S,SO-GAT-CON-1-2-20-S,2018-09-24
194,25,2,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,3,10,I,SO-GAT-CON-1-3-10-I,2018-09-24
350,44,1,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,3,10,S,SO-GAT-CON-1-3-10-S,2018-09-24
290,37,3,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,3,20,I,SO-GAT-CON-1-3-20-I,2018-09-24
205,26,2,SO,GAT,CON,control,30C,control,37,SO-GAT-CON-1,3,20,S,SO-GAT-CON-1-3-20-S,2018-09-24
165,21,1,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,1,10,I,SO-GAT-CON-2-1-10-I,2018-09-24
7,1,1,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,1,10,S,SO-GAT-CON-2-1-10-S,2018-09-24
63,8,3,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,1,20,I,SO-GAT-CON-2-1-20-I,2018-09-24
425,54,6,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,1,20,S,SO-GAT-CON-2-1-20-S,2018-09-24
106,14,4,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,2,10,I,SO-GAT-CON-2-2-10-I,2018-09-24
100,13,4,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,2,10,S,SO-GAT-CON-2-2-10-S,2018-09-24
35,5,2,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,2,20,I,SO-GAT-CON-2-2-20-I,2018-09-24
202,26,2,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,2,20,S,SO-GAT-CON-2-2-20-S,2018-09-24
229,29,3,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,3,10,I,SO-GAT-CON-2-3-10-I,2018-09-24
498,63,5,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,3,10,S,SO-GAT-CON-2-3-10-S,2018-09-24
399,50,5,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,3,20,I,SO-GAT-CON-2-3-20-I,2018-09-24
296,37,3,SO,GAT,CON,control,30C,control,38,SO-GAT-CON-2,3,20,S,SO-GAT-CON-2-3-20-S,2018-09-24
187,24,1,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,1,10,I,SO-GAT-CON-3-1-10-I,2018-09-24
87,11,4,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,1,10,S,SO-GAT-CON-3-1-10-S,2018-09-24
437,55,6,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,1,20,I,SO-GAT-CON-3-1-20-I,2018-09-24
51,7,3,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,1,20,S,SO-GAT-CON-3-1-20-S,2018-09-24
103,13,4,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,2,10,I,SO-GAT-CON-3-2-10-I,2018-09-24
299,38,3,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,2,10,S,SO-GAT-CON-3-2-10-S,2018-09-24
486,61,5,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,2,20,I,SO-GAT-CON-3-2-20-I,2018-09-24
150,19,2,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,2,20,S,SO-GAT-CON-3-2-20-S,2018-09-24
496,62,5,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,3,10,I,SO-GAT-CON-3-3-10-I,2018-09-24
335,42,2,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,3,10,S,SO-GAT-CON-3-3-10-S,2018-09-24
447,56,6,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,3,20,I,SO-GAT-CON-3-3-20-I,2018-09-24
105,14,4,SO,GAT,CON,control,30C,control,39,SO-GAT-CON-3,3,20,S,SO-GAT-CON-3-3-20-S,2018-09-24
396,50,5,SO,GST,5,15,15F,burned,40,SO-GST-05-1,1,10,I,SO-GST-05-1-1-10-I,2018-09-27
116,15,3,SO,GST,5,15,15F,burned,40,SO-GST-05-1,1,10,S,SO-GST-05-1-1-10-S,2018-09-27
85,11,4,SO,GST,5,15,15F,burned,40,SO-GST-05-1,1,20,I,SO-GST-05-1-1-20-I,2018-09-27
242,31,4,SO,GST,5,15,15F,burned,40,SO-GST-05-1,1,20,S,SO-GST-05-1-1-20-S,2018-09-27
204,26,2,SO,GST,5,15,15F,burned,40,SO-GST-05-1,2,10,I,SO-GST-05-1-2-10-I,2018-09-27
243,31,4,SO,GST,5,15,15F,burned,40,SO-GST-05-1,2,10,S,SO-GST-05-1-2-10-S,2018-09-27
489,62,5,SO,GST,5,15,15F,burned,40,SO-GST-05-1,2,20,I,SO-GST-05-1-2-20-I,2018-09-27
76,10,4,SO,GST,5,15,15F,burned,40,SO-GST-05-1,2,20,S,SO-GST-05-1-2-20-S,2018-09-27
483,61,5,SO,GST,5,15,15F,burned,40,SO-GST-05-1,3,10,I,SO-GST-05-1-3-10-I,2018-09-27
102,13,4,SO,GST,5,15,15F,burned,40,SO-GST-05-1,3,10,S,SO-GST-05-1-3-10-S,2018-09-27
383,48,5,SO,GST,5,15,15F,burned,40,SO-GST-05-1,3,20,I,SO-GST-05-1-3-20-I,2018-09-27
488,61,5,SO,GST,5,15,15F,burned,40,SO-GST-05-1,3,20,S,SO-GST-05-1-3-20-S,2018-09-27
113,15,3,SO,GST,5,15,15F,burned,41,SO-GST-05-2,1,10,I,SO-GST-05-2-1-10-I,2018-09-27
434,55,6,SO,GST,5,15,15F,burned,41,SO-GST-05-2,1,10,S,SO-GST-05-2-1-10-S,2018-09-27
391,49,5,SO,GST,5,15,15F,burned,41,SO-GST-05-2,1,20,I,SO-GST-05-2-1-20-I,2018-09-27
11,2,1,SO,GST,5,15,15F,burned,41,SO-GST-05-2,1,20,S,SO-GST-05-2-1-20-S,2018-09-27
524,66,6,SO,GST,5,15,15F,burned,41,SO-GST-05-2,2,10,I,SO-GST-05-2-2-10-I,2018-09-27
60,8,3,SO,GST,5,15,15F,burned,41,SO-GST-05-2,2,10,S,SO-GST-05-2-2-10-S,2018-09-27
340,43,1,SO,GST,5,15,15F,burned,41,SO-GST-05-2,2,20,I,SO-GST-05-2-2-20-I,2018-09-27
15,2,1,SO,GST,5,15,15F,burned,41,SO-GST-05-2,2,20,S,SO-GST-05-2-2-20-S,2018-09-27
339,43,1,SO,GST,5,15,15F,burned,41,SO-GST-05-2,3,10,I,SO-GST-05-2-3-10-I,2018-09-27
310,39,3,SO,GST,5,15,15F,burned,41,SO-GST-05-2,3,10,S,SO-GST-05-2-3-10-S,2018-09-27
238,30,3,SO,GST,5,15,15F,burned,41,SO-GST-05-2,3,20,I,SO-GST-05-2-3-20-I,2018-09-27
151,19,2,SO,GST,5,15,15F,burned,41,SO-GST-05-2,3,20,S,SO-GST-05-2-3-20-S,2018-09-27
5,1,1,SO,GST,5,15,15F,burned,42,SO-GST-05-3,1,10,I,SO-GST-05-3-1-10-I,2018-09-26
321,41,2,SO,GST,5,15,15F,burned,42,SO-GST-05-3,1,10,S,SO-GST-05-3-1-10-S,2018-09-26
346,44,1,SO,GST,5,15,15F,burned,42,SO-GST-05-3,1,20,I,SO-GST-05-3-1-20-I,2018-09-26
495,62,5,SO,GST,5,15,15F,burned,42,SO-GST-05-3,1,20,S,SO-GST-05-3-1-20-S,2018-09-26
269,34,4,SO,GST,5,15,15F,burned,42,SO-GST-05-3,2,10,I,SO-GST-05-3-2-10-I,2018-09-26
421,53,5,SO,GST,5,15,15F,burned,42,SO-GST-05-3,2,10,S,SO-GST-05-3-2-10-S,2018-09-26
218,28,3,SO,GST,5,15,15F,burned,42,SO-GST-05-3,2,20,I,SO-GST-05-3-2-20-I,2018-09-26
152,19,2,SO,GST,5,15,15F,burned,42,SO-GST-05-3,2,20,S,SO-GST-05-3-2-20-S,2018-09-26
190,24,1,SO,GST,5,15,15F,burned,42,SO-GST-05-3,3,10,I,SO-GST-05-3-3-10-I,2018-09-26
537,68,6,SO,GST,5,15,15F,burned,42,SO-GST-05-3,3,10,S,SO-GST-05-3-3-10-S,2018-09-26
174,22,1,SO,GST,5,15,15F,burned,42,SO-GST-05-3,3,20,I,SO-GST-05-3-3-20-I,2018-09-26
513,65,5,SO,GST,5,15,15F,burned,42,SO-GST-05-3,3,20,S,SO-GST-05-3-3-20-S,2018-09-26
156,20,2,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,1,10,I,SO-GST-CON-1-1-10-I,2018-09-25
317,40,2,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,1,10,S,SO-GST-CON-1-1-10-S,2018-09-25
502,63,5,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,1,20,I,SO-GST-CON-1-1-20-I,2018-09-25
333,42,2,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,1,20,S,SO-GST-CON-1-1-20-S,2018-09-25
428,54,6,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,2,10,I,SO-GST-CON-1-2-10-I,2018-09-25
463,58,6,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,2,10,S,SO-GST-CON-1-2-10-S,2018-09-25
40,5,2,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,2,20,I,SO-GST-CON-1-2-20-I,2018-09-25
381,48,5,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,2,20,S,SO-GST-CON-1-2-20-S,2018-09-25
17,3,2,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,3,10,I,SO-GST-CON-1-3-10-I,2018-09-25
112,14,4,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,3,10,S,SO-GST-CON-1-3-10-S,2018-09-25
286,36,4,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,3,20,I,SO-GST-CON-1-3-20-I,2018-09-25
449,57,6,SO,GST,CON,control,15C,control,43,SO-GST-CON-1,3,20,S,SO-GST-CON-1-3-20-S,2018-09-25
492,62,5,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,1,10,I,SO-GST-CON-2-1-10-I,2018-09-25
438,55,6,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,1,10,S,SO-GST-CON-2-1-10-S,2018-09-25
278,35,4,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,1,20,I,SO-GST-CON-2-1-20-I,2018-09-25
405,51,5,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,1,20,S,SO-GST-CON-2-1-20-S,2018-09-25
459,58,6,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,2,10,I,SO-GST-CON-2-2-10-I,2018-09-25
294,37,3,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,2,10,S,SO-GST-CON-2-2-10-S,2018-09-25
127,16,3,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,2,20,I,SO-GST-CON-2-2-20-I,2018-09-25
114,15,3,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,2,20,S,SO-GST-CON-2-2-20-S,2018-09-25
506,64,5,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,3,10,I,SO-GST-CON-2-3-10-I,2018-09-25
325,41,2,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,3,10,S,SO-GST-CON-2-3-10-S,2018-09-25
334,42,2,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,3,20,I,SO-GST-CON-2-3-20-I,2018-09-25
236,30,3,SO,GST,CON,control,15C,control,44,SO-GST-CON-2,3,20,S,SO-GST-CON-2-3-20-S,2018-09-25
96,12,4,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,1,10,I,SO-GST-CON-3-1-10-I,2018-09-26
98,13,4,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,1,10,S,SO-GST-CON-3-1-10-S,2018-09-26
115,15,3,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,1,20,I,SO-GST-CON-3-1-20-I,2018-09-26
528,66,6,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,1,20,S,SO-GST-CON-3-1-20-S,2018-09-26
352,44,1,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,2,10,I,SO-GST-CON-3-2-10-I,2018-09-26
315,40,2,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,2,10,S,SO-GST-CON-3-2-10-S,2018-09-26
397,50,5,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,2,20,I,SO-GST-CON-3-2-20-I,2018-09-26
129,17,3,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,2,20,S,SO-GST-CON-3-2-20-S,2018-09-26
465,59,6,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,3,10,I,SO-GST-CON-3-3-10-I,2018-09-26
509,64,5,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,3,10,S,SO-GST-CON-3-3-10-S,2018-09-26
179,23,1,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,3,20,I,SO-GST-CON-3-3-20-I,2018-09-26
468,59,6,SO,GST,CON,control,15C,control,45,SO-GST-CON-3,3,20,S,SO-GST-CON-3-3-20-S,2018-09-26
