study,burn,sites,Project_site,Lat.N.,Lon.W.,BS.dens.pre,BS.ba.pre,TA.den.pre,TA.ba.pre,PB.dens.pre,PB.ba.pre,bs.biomass.pre,ta.biomass.pre,pb.biomass.pre,decid.dens.pre,decid.ba.pre,decid.bio.pre,rel.decid.dens.pre,rel.decid.ba.pre,rel.decid.bio.pre,DI.pre,class.pre,BS.dens.post,TA.dens.post,PB.dens.post,decid.dens.post,bs.bio.post,ta.bio.post,pb.bio.post,decid.bio.post,rel.decid.dens.post,rel.decid.bio.post,DI.post,class.post
XJW,TC,M1,TCM1,63.99109,-142.13461,0.158333333,2.226145644,0.158333333,84.31445634,0,0,610.8551372,33597.12503,0,0.158333333,84.31445634,33597.12503,0.5,0.974276287,0.982142905,74.10714527,Decid,0.4,13.5,0,13.5,0.017488557,733.3973787,0,733.3973787,0.971223022,0.999976155,98.55995881,Decid
XJW,TC,M10,TCM10,63.37014,-142.57756,0.5,13.76554271,0,0,0.05,1.606335594,3579.568069,0,2357.049748,0.05,1.606335594,2357.049748,0.090909091,0.104498329,0.397035791,24.39724407,Spruce,11.4,4.9,13.4,18.3,22.32433048,11.11957597,118.8358513,129.9554272,0.616161616,0.853399225,73.47804207,Decid
XJW,TC,M11,TCM11,64.00208,-142.11612,0.283333333,15.16859108,0,0,0.075,6.888400042,3740.042968,0,7571.183321,0.075,6.888400042,7571.183321,0.209302326,0.312300078,0.669351238,43.93267819,Mixed,0.1,1,0,1,0.067893765,27.65263003,0,27.65263003,0.909090909,0.997550776,95.33208427,Decid
XJW,TC,M12,TCM12,64.00407,-142.11273,0.258333333,6.751675312,0,0,0.058333333,6.146722376,1763.015842,0,2590.880785,0.058333333,6.146722376,2590.880785,0.184210526,0.476549299,0.595071727,38.96411264,Mixed,1.9,0,0.2,0.2,0.210927692,0,20.965401,20.965401,0.095238095,0.990039459,54.26387771,Mixed
XJW,TC,M2,TCM2,64.05722,-142.0309,0.133333333,5.122497721,0.108333333,7.749654578,0,0,1297.004505,2378.741166,0,0.108333333,7.749654578,2378.741166,0.448275862,0.60204808,0.6471452,54.77105307,Mixed,4,19.1,0.1,19.2,0.881293197,57.42078408,0.950888115,58.3716722,0.827586207,0.985126598,90.63564023,Decid
XJW,TC,M3,TCM3,63.85791,-142.23207,0.166666667,1.44958321,0.225,2.066840717,0,0,413.3469639,485.8367963,0,0.225,2.066840717,485.8367963,0.574468085,0.587767789,0.540308686,55.73883855,Mixed,0.5,6.8,0.5,7.3,0.385618249,30.20306901,1.579839211,31.78290822,0.935897436,0.988012561,96.19549984,Decid
XJW,TC,M4,TCM4,63.98396,-142.14635,0.433333333,4.282514386,0.25,18.5186415,0.008333333,0.388052143,1208.737082,5710.094836,121.549625,0.258333333,18.90669364,5831.644461,0.373493976,0.815322956,0.828313697,60.09038362,Mixed,0,3.8,0,3.8,0,283.6102704,0,283.6102704,1,1,100,Decid
XJW,TC,M5,TCM5,63.96906,-142.16295,0.508333333,4.807160359,0.141666667,17.38308665,0,0,1361.609466,5723.422485,0,0.141666667,17.38308665,5723.422485,0.217948718,0.783366073,0.807818867,51.28837929,Mixed,0.1,1.3,0,1.3,0.067893765,148.9956372,0,148.9956372,0.928571429,0.999544531,96.405798,Decid
XJW,TC,M6,TCM6,63.6229,-142.32236,0.316666667,6.494195614,0.083333333,1.524326935,0,0,1728.998748,391.8763497,0,0.083333333,1.524326935,391.8763497,0.208333333,0.190100723,0.184771065,19.65521986,Spruce,0.3,2.9,0,2.9,0.587482381,57.85119371,0,57.85119371,0.90625,0.989947028,94.80985139,Decid
XJW,TC,M7,TCM7,64.02663,-142.07826,0.625,10.91192938,0,0,0.091666667,11.81651172,2942.815116,0,2565.234777,0.091666667,11.81651172,2565.234777,0.127906977,0.519899788,0.465724681,29.68158288,Spruce,0,0,0.1,0.1,0,0,1.564965731,1.564965731,1,1,100,Decid
XJW,TC,M8,TCM8,63.36998,-142.56644,0.691666667,6.784334785,0,0,0.033333333,1.361029567,1916.02685,0,482.0295958,0.033333333,1.361029567,482.0295958,0.045977011,0.167092534,0.201008444,12.34927277,Spruce,2.9,4,13.9,17.9,5.678996349,3.31926407,83.10106114,86.42032521,0.860576923,0.938338348,89.94576354,Decid
XJW,TC,M9,TCM9,63.40369,-142.47316,0.25,6.779229697,0,0,0.175,14.81954705,1764.998236,0,8107.729779,0.175,14.81954705,8107.729779,0.411764706,0.686128998,0.82122487,61.64947878,Mixed,0.3,1.2,0.6,1.8,0.364864379,1.923667339,4.952835897,6.876503236,0.857142857,0.949613885,90.33783713,Decid
XJW,TC,N1,TCN1,63.9617,-142.16304,0.708333333,4.833013048,0,0,0,0,1405.150035,0,0,0,0,0,0,0,0,0,Spruce,2.8,0,0,0,1.443594135,0,0,0,0,0,0,Spruce
XJW,TC,N2,TCN2,63.56224,-142.3734,0.266666667,14.12322612,0,0,0,0,3485.297478,0,0,0,0,0,0,0,0,0,Spruce,0.1,0.2,0,0.2,0.075534756,0.865327758,0,0.865327758,0.666666667,0.919717541,79.3192104,Decid
XJW,TC,N3,TCN3,63.42263,-142.49141,0.208333333,10.98510231,0,0,0,0,2711.837316,0,0,0,0,0,0,0,0,0,Spruce,3.6,3,0.2,3.2,38.57780691,108.5029327,0.551501456,109.0544342,0.470588235,0.738689824,60.46390296,Mixed
XJW,TC,S1,TCS1,63.94592,-142.18526,0.55,23.72282063,0,0,0,0,5951.208804,0,0,0,0,0,0,0,0,0,Spruce,1.4,1.7,0,1.7,0.135928425,1.544776951,0,1.544776951,0.548387097,0.91912418,73.37556384,Decid
XJW,TC,S2,TCS2,63.53502,-142.39516,0.708333333,29.34116639,0,0,0,0,7384.504382,0,0,0,0,0,0,0,0,0,Spruce,0.033333333,0,0,0,0.035456119,0,0,0,0,0,0,Spruce
XJW,TC,S3,TCS3,63.47665,-142.44905,0.708333333,11.33682979,0,0,0,0,3078.75028,0,0,0,0,0,0,0,0,0,Spruce,0.2,0.016666667,0,0.016666667,0.230737438,0.010878852,0,0.010878852,0.076923078,0.045025324,6.0974201,Spruce
XJW,TC,W1,TCW1,64.06035,-142.02039,0.258333333,1.608757238,0,0,0,0,471.1604875,0,0,0,0,0,0,0,0,0,Spruce,3,0,0,0,0.108076628,0,0,0,0,0,0,Spruce
XJW,TC,W2,TCW2,63.92665,-142.19987,0.216666667,4.890412564,0,0,0,0,1292.065055,0,0,0,0,0,0,0,0,0,Spruce,3.9,0,0,0,0.775577003,0,0,0,0,0,0,Spruce
XJW,TC,W3,TCW3,63.80704,-142.20879,0.283333333,2.983793073,0,0,0,0,837.9038247,0,0,0,0,0,0,0,0,0,Spruce,0.1,0,0,0,0.134744275,0,0,0,0,0,0,Spruce
