"=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.q.lmfdb_label"", ""lmfdb_label"")","=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.q.conductor"", ""conductor"")","=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.discriminant"", ""disc"")","=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.rank"", ""rank"")","=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.regulator"", ""regulator"")","=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.mordell_weil_group"", ""mwgens"")"
37.a1,37,37,1,0.051111408239968840235886099757,"[(0, 0)]"
43.a1,43,-43,1,0.062816507087487649265708791467,"[(0, 0)]"
53.a1,53,-53,1,0.092981484638654303348041905510,"[(0, 0)]"
57.a1,57,-171,1,0.037574592736823752824805111217,"[(2, 1)]"
58.a1,58,-116,1,0.042420307839929849766777051945,"[(0, 1)]"
61.a1,61,-61,1,0.079187731362041943636554519800,"[(1, 0)]"
77.a1,77,-539,1,0.098027979264468194506490125269,"[(2, 3)]"
79.a1,79,79,1,0.097664210108186984853745520844,"[(0, 0)]"
83.a1,83,-83,1,0.17729229411476844345760061600,"[(0, 0)]"
88.a1,88,-2816,1,0.040264364336880642943215152248,"[(2, 2)]"
89.a1,89,-89,1,0.11210488123009894942008977504,"[(0, 0)]"
91.a1,91,-91,1,0.14239215066876865918479109497,"[(0, 0)]"
91.b1,91,-524596891,1,0.11769389848990561616590596575,"[(15, 24)]"
92.a1,92,-368,1,0.049808397298064826640169093397,"[(1, 1)]"
101.a1,101,101,1,0.16470345294914935106424642677,"[(-1, 0)]"
106.a1,106,-848,1,0.068912680403558070036435803145,"[(2, 1)]"
118.a1,118,-236,1,0.087906195676299400765478046036,"[(0, 1)]"
122.a1,122,-976,1,0.12084321540837476615065314637,"[(1, 1)]"
123.a2,123,-347568603,1,0.16810428350629507735975566269,"[(16, 61)]"
123.b1,123,-123,1,0.29191452872947103200576059485,"[(1, 0)]"
124.a2,124,-476656,1,0.17351023129422475915007959768,"[(9, 31)]"
129.a1,129,-3483,1,0.099959152680293444277480065759,"[(1, 4)]"
131.a1,131,-131,1,0.21609519866774836608292549616,"[(0, 0)]"
135.a1,135,-6075,1,0.029545685247349348737171156990,"[(4, 7)]"
141.a1,141,102789,1,0.034486775017552426108673440653,"[(-3, 4)]"
141.d1,141,141,1,0.19849523646308476083368262862,"[(0, 0)]"
142.a1,142,142,1,0.18091371098437316294485921343,"[(-1, 1)]"
142.d1,142,36352,1,0.033789142638066631043127085355,"[(1, 1)]"
143.a1,143,-1859,1,0.24003383182858753651646980838,"[(4, 6)]"
148.a1,148,9472,1,0.096241179401892145659845934173,"[(-1, 2)]"
152.a1,152,-4864,1,0.065414869588411966245663222104,"[(-1, 2)]"
153.a1,153,-459,1,0.069480281083174339520653022680,"[(0, 1)]"
153.b2,153,-334611,1,0.11288973850163957158299672567,"[(5, 13)]"
155.a1,155,-143145755,1,0.30297745644134993656704708531,"[(67, 480)]"
155.c1,155,-155,1,0.18414392261756084288233764282,"[(1, 0)]"
158.a1,158,316,1,0.079168762859941286994070320201,"[(0, 1)]"
158.c1,158,20224,1,0.038990280310775717636821771363,"[(-1, 4)]"
162.a2,162,-3779136,1,0.10197829462292110456679008894,"[(10, 31)]"
163.a1,163,-163,1,0.18990923249810324080218370409,"[(1, 0)]"
166.a1,166,-1328,1,0.089956790916706929407971671786,"[(0, 2)]"
171.b3,171,-13851,1,0.22596686882569487875122626489,"[(2, 4)]"
172.a2,172,-20353792,1,0.25337988766889011954030491556,"[(10, 43)]"
175.a2,175,-875,1,0.13292599941667334079846165164,"[(2, 2)]"
175.b1,175,-213623046875,1,0.83316000421927884699261405250,"[(397, 7812)]"
176.a1,176,-340736,1,0.058354610084010663261859064456,"[(-3, 22)]"
184.a1,184,-368,1,0.12313091120187654032791633133,"[(0, 1)]"
184.b1,184,-368,1,0.10306723681163671544591271886,"[(2, 1)]"
185.a1,185,23125,1,0.11405670440845792503638925433,"[(4, 12)]"
185.b1,185,925,1,0.11027896722156539241103591219,"[(0, 2)]"
189.a1,189,1701,1,0.063212188833294331755621245029,"[(-1, 1)]"
189.b1,189,1240029,1,1.8632435522123629777793621451,"[(-143/2, -3/2)]"
190.a1,190,-950,1,0.13182148188232627560112881327,"[(1, 2)]"
190.b1,190,-972800,1,0.020568011456741253035413457001,"[(13, 33)]"
196.a1,196,784,1,0.25810635289973679058716498246,"[(7, 1)]"
197.a1,197,197,1,0.13886799176440151444816722215,"[(1, 0)]"
201.a1,201,-603,1,0.10627723755094929470674371811,"[(1, 1)]"
201.b1,201,-1809,1,0.085893479396271010539850564019,"[(-1, 2)]"
201.c1,201,-16281,1,0.43020788526273402470583043109,"[(16, -7)]"
203.b1,203,-1421,1,0.20789228685957103627216072612,"[(2, 2)]"
208.a1,208,-27262976,1,0.16628819160013979339514078435,"[(60, 128)]"
208.b1,208,-26624,1,0.078785465696304420774749267211,"[(4, 4)]"
209.a2,209,-517504691,1,0.22170578799808657543489450454,"[(2, 9)]"
212.a1,212,-13568,1,0.10950207908213807672145424770,"[(2, 2)]"
214.a1,214,-214,1,0.26044902853408521811433827675,"[(0, 0)]"
214.b1,214,-109568,1,0.16737498796602640927213632654,"[(11, 10)]"
214.c1,214,-13696,1,0.050012042515628860005807448642,"[(0, 4)]"
215.a1,215,-26875,1,0.43726120243419878937850798863,"[(6, 12)]"
216.a1,216,-62208,1,0.031242123845934808975901238705,"[(-2, 6)]"
218.a2,218,-5180116,1,0.19110484915303454175468452986,"[(36, 200)]"
219.a1,219,-219,1,0.13216065699826974019287760989,"[(2, 0)]"
219.b1,219,-1167051,1,0.41874562128458384430386292345,"[(23, 109)]"
225.a1,225,-1366875,1,0.025588090451262578988395786323,"[(-5, 22)]"
228.a1,228,-43776,1,0.074508109325755540704153066377,"[(3, 6)]"
229.a1,229,229,1,0.26259706132179216660850715702,"[(-1, 1)]"
232.a1,232,-29696,1,0.27945633653382077313725383031,"[(2, 4)]"
235.b1,235,5875,1,0.083463692302037408344885968678,"[(-2, 3)]"
236.a1,236,-944,1,0.095116125288835909617110308152,"[(1, 1)]"
242.b1,242,-495616,1,0.041190460977094580078651635181,"[(8, 12)]"
244.a1,244,-15616,1,0.14567195067143146292891324544,"[(-1, 2)]"
245.a1,245,-42875,1,0.032236886628249108260991728075,"[(7, 17)]"
245.c1,245,-1608482421875,1,0.040819755796108153836983333500,"[(40, 122)]"
248.a1,248,-496,1,0.13986589668441569298047559667,"[(0, 1)]"
248.c1,248,-496,1,0.25168911000022134794146718588,"[(1, 1)]"
249.a1,249,-2241,1,0.22146367767706245820964098374,"[(4, -3)]"
249.b1,249,-249,1,0.43245990570320664308064239703,"[(0, 1)]"
254.a1,254,1016,1,0.34954455636402320526026317465,"[(-1, 1)]"
254.b1,254,254,1,3.8820854184449827443244665719,"[(-36131/20, 361313/20)]"
258.b1,258,-8256,1,0.25232838331995380813484305493,"[(2, 3)]"
258.c1,258,-41796,1,0.033607720615963705388224047617,"[(5, 6)]"
262.a1,262,-262,1,0.21505264906731750570301122019,"[(1, 0)]"
262.b1,262,-268288,1,0.056531906359541889128696961857,"[(-2, 5)]"
269.a1,269,269,1,0.33125237239139068157174033216,"[(-1, 0)]"
273.a1,273,-361179,1,0.045515608246010630699353964046,"[(11, 31)]"
274.a1,274,-280576,1,0.47248942830583581753125509758,"[(31, -15)]"
274.c1,274,-17536,1,0.060331323954506941036319451595,"[(2, 1)]"
277.a1,277,-277,1,0.57373117908111769743420938433,"[(1, 0)]"
278.b1,278,-35584,1,0.065507389118997195270232521550,"[(2, 3)]"
280.a1,280,-274400000,1,0.011277526875600686835197464699,"[(-18, 70)]"
280.b1,280,-8960,1,0.097431715946751676889547269676,"[(1, 2)]"
286.b1,286,-12584,1,0.13421400842691073748177249590,"[(1, 5)]"
286.c1,286,-12886016,1,0.037435452744112893671471319586,"[(19, 78)]"
296.a1,296,9472,1,0.085352993466792815626652379363,"[(1, 2)]"
296.b1,296,9472,1,0.16792184153345266277340494720,"[(3, 2)]"
297.a1,297,-2381643,1,0.057892977299888693563918701268,"[(15, 49)]"
297.b1,297,-297,1,0.31469449986686363671630989825,"[(0, 0)]"
297.c1,297,-216513,1,0.34130274749451190464646763015,"[(4, 7)]"
298.a1,298,-298,1,0.41949659339271518035702576772,"[(1, 0)]"
298.b1,298,-76288,1,0.053046922886142166333125470085,"[(2, 1)]"
302.b1,302,-4832,1,0.090312672207629471653221653148,"[(1, 1)]"
302.c2,302,-628021806008,1,0.23115979442668781022543289793,"[(803, 22399)]"
303.a1,303,8181,1,0.064917595952576936035923550247,"[(0, 1)]"
303.b1,303,483079869,1,0.077105674301027139902584650490,"[(-2, 13)]"
304.a1,304,-4864,1,0.14759802505098762058285257515,"[(3, 2)]"
304.b1,304,-38912,1,0.10336644109328545272016429090,"[(0, 4)]"
304.d1,304,-20284203008,1,0.065585187950147110162385855125,"[(-30, 152)]"
308.a1,308,-137984,1,0.072891163004243372112135306710,"[(7, 14)]"
309.a1,309,-25029,1,0.071493249608129431383852014030,"[(3, 3)]"
314.a1,314,-160768,1,0.33502441412745378133984832174,"[(6, 13)]"
316.a1,316,20224,1,0.13040260200910324893156177620,"[(-1, 2)]"
318.a1,318,-77274,1,0.31514005537162255423539848751,"[(5, 11)]"
318.d1,318,-976896,1,0.032891466822091158411487759498,"[(1, 5)]"
324.a1,324,944784,1,1.1628737847128285715553189759,"[(-8, 1)]"
325.b1,325,54925,1,0.77140080508129936681718242702,"[(-4, 0)]"
325.c1,325,858203125,1,0.66297255395989127285993567262,"[(-21, 6)]"
326.b1,326,83456,1,0.77183478818614945910721767597,"[(-5, 3)]"
326.c1,326,5216,1,0.082692469998918207866536052063,"[(0, 2)]"
327.a1,327,-8829,1,0.14235921578054465842161411009,"[(1, 1)]"
331.a1,331,-331,1,0.18101729053449319425921915543,"[(1, 0)]"
333.b3,333,26973,1,0.72476986109992839437800065845,"[(-3, 0)]"
335.a1,335,-1675,1,0.17746498314400319811157509579,"[(2, 2)]"
338.a1,338,-605750213184506,1,1.3834480278188076609662078600,"[(3613/3, 180227/3)]"
338.c1,338,-2768896,1,1.1887004589488550673030416174,"[(26, 51)]"
338.d1,338,-71991296,1,0.030736550181821687635348975624,"[(5, 23)]"
339.a1,339,-3051,1,0.084451013720255125402829550137,"[(1, 1)]"
339.b1,339,-2224179,1,0.069582137387077499663864940446,"[(18, 40)]"
344.a1,344,-11008,1,0.28145562232784415074341850947,"[(0, 2)]"
345.a1,345,-18862875,1,0.021448892362971945432633554285,"[(5, 7)]"
345.d1,345,-1035,1,0.18573502335968495250202398475,"[(-1, 1)]"
346.a1,346,22144,1,0.080379628828343562151078883969,"[(-1, 2)]"
347.a1,347,-347,1,0.34947332960969807330909549610,"[(0, 0)]"
348.b1,348,-1392,1,0.14560597348392379828724365753,"[(0, 1)]"
348.c1,348,-1014768,1,0.028636601295862531652845406520,"[(10, 27)]"
350.a1,350,-5882450,1,0.65309570039404295250082584548,"[(31, 156)]"
350.d1,350,-62720000,1,0.012846808401829569970207278286,"[(-1, 35)]"
352.a1,352,-5451776,1,0.11381084375782141698803228846,"[(12, 44)]"
352.b1,352,-45056,1,0.41261116569253884183514617549,"[(3, 4)]"
352.c1,352,-45056,1,0.20677428165263800861412610872,"[(3, 4)]"
352.d1,352,-45056,1,0.30889497256678415026818490270,"[(1, 4)]"
354.a1,354,-1376352,1,0.23277577811370513195035458015,"[(13, 7)]"
354.d1,354,-67968,1,0.043060874811441520487325762464,"[(3, 4)]"
356.a1,356,-22784,1,0.25505760331518996769742775524,"[(2, 2)]"
357.a1,357,-1821771,1,0.029120331795222337391595465735,"[(0, 10)]"
357.c1,357,-122451,1,0.25572031939414746167029682530,"[(4, 3)]"
359.a1,359,359,1,0.22671011515160422134106966687,"[(2, -1)]"
359.b1,359,359,1,0.32327583970580255977178428113,"[(3, -1)]"
362.a1,362,-362,1,0.22739847090140285120657737994,"[(1, 0)]"
362.b1,362,-23168,1,0.10663896524262827635644808582,"[(1, 3)]"
364.a1,364,-23296,1,0.13620190679278636245005156099,"[(1, 2)]"
364.b1,364,-55933696,1,0.052746329227547465758730078674,"[(-8, 98)]"
366.b2,366,-130741056,1,0.12619932553336321038567802451,"[(81, 691)]"
366.d1,366,-562176,1,0.033037247176307310541272851307,"[(-3, 13)]"
368.a1,368,-368,1,0.25589674248332220032138448896,"[(4, 1)]"
368.b1,368,-194672,1,0.16635430704188737630490149745,"[(9, 23)]"
368.e1,368,-368,1,0.70780042430821501028257652736,"[(1, 1)]"
369.a1,369,-89667,1,0.32554247284629768827307216151,"[(1, 4)]"
371.a1,371,-127253,1,0.93735818385815430582985220564,"[(14, 42)]"
372.a1,372,-4464,1,0.059320621860357139603363713946,"[(0, 3)]"
372.b1,372,-40176,1,0.046643995766483102069233618390,"[(-2, 3)]"
373.a1,373,373,1,0.28791254495219238256292893133,"[(-1, 0)]"
378.b3,378,-325066162176,1,1.3029734425263757502350843188,"[(62, 481)]"
378.c1,378,-6804,1,0.064494142561684973534899143982,"[(2, 2)]"
381.a1,381,30861,1,0.12644111986037641468182484381,"[(-2, 1)]"
387.b1,387,-1161,1,0.14428918638096387861902865887,"[(0, 1)]"
387.d1,387,-846369,1,0.87376320160923628728533240923,"[(10, 22)]"
389.a1,389,389,2,0.15246017794314375162432475705,"[(0, 0), (1, 0)]"
392.a1,392,784,1,0.12958286455754878845987591424,"[(1, 1)]"
392.c1,392,38416,1,0.071541228292106546924002422914,"[(-2, 7)]"
400.a1,400,-51200,1,0.12837506294605086906217592378,"[(1, 4)]"
400.d1,400,-20480000,1,0.19469762956194260255806302011,"[(28, 16)]"
402.a1,402,-51456,1,0.40261361082137257771714358349,"[(4, 6)]"
402.b1,402,-13812614823936,1,3.0004947045164689549865841313,"[(8799/5, 764372/5)]"
404.b1,404,25856,1,0.16566490146156402590104064867,"[(0, 2)]"
405.a1,405,405,1,0.27227701350451633870004693816,"[(-1, 0)]"
405.b1,405,-4613203125,1,0.043718464769708359029862235393,"[(76, 524)]"
405.c1,405,7381125,1,0.35551238096507714138020445548,"[(-6, 4)]"
405.e1,405,-6328125,1,3.2742022972571501921033351837,"[(18, 8)]"
406.b2,406,-13974818816,1,0.19854527220415572768349945558,"[(37, 205)]"
406.d1,406,-363776,1,0.040121556649313977532137684989,"[(7, 3)]"
408.b1,408,-1057536,1,0.035837594108003930326108871920,"[(7, 18)]"
416.a1,416,-6656,1,0.23548247817454138887945016925,"[(0, 2)]"
418.a1,418,-18833408,1,0.060050025652492182873881209009,"[(5, 19)]"
422.a1,422,-3376,1,0.32890205338955402659900707096,"[(2, 1)]"
423.a1,423,1269,1,0.099163189601072243257880441859,"[(1, 1)]"
423.b1,423,102789,1,0.16398519840796138478657203951,"[(8, 4)]"
423.c1,423,102789,1,0.13950423862409369999229485524,"[(-2, 4)]"
425.b1,425,-425,1,0.27435070019962272281015857958,"[(1, 0)]"
425.c1,425,-6640625,1,0.28238002410030632866902292471,"[(10, 20)]"
427.a1,427,20923,1,0.67925164526157983727371674001,"[(-3, 2)]"
427.c1,427,427,1,0.40581860156311276310653655375,"[(1, 0)]"
428.a1,428,-1712,1,0.20872293431457180892416456227,"[(1, 1)]"
430.a1,430,-1720,1,0.29096574286094037125299795485,"[(3, -1)]"
430.b1,430,-268750,1,0.15698673063282312417156782601,"[(1, 2)]"
430.c1,430,-167968750,1,6.8507132627278462328726310851,"[(771/2, 18699/2)]"
430.d1,430,-4403200000,1,0.018523730847312548363890360709,"[(-26, 213)]"
431.a1,431,-431,1,0.59295817901465120275770896260,"[(1, 0)]"
432.b1,432,-161243136,1,0.077107140053384629353304773244,"[(-3, 72)]"
432.c1,432,-497664,1,0.059518597252508868139914293467,"[(5, 12)]"
433.a1,433,-433,2,0.22469416341816674161207113400,"[(0, 1), (-1, 1)]"
437.a1,437,-5316979,1,0.26904876116990309807052700670,"[(10, 34)]"
441.a1,441,-56950811883,1,0.99151044712942316397777192313,"[(235, 3280)]"
443.a1,443,443,1,0.27929914561819604456838470744,"[(-1, 1)]"
443.b1,443,-443,1,0.44996880276430960325848882050,"[(-1, 0)]"
446.a1,446,892,2,0.097343097569457050977495739433,"[(2, 0), (1, 0)]"
446.b1,446,14272,1,0.16028084021806817960215832059,"[(4, 2)]"
446.c1,446,3653632,1,0.071318394729367225446221132788,"[(-5, 10)]"
451.a1,451,-18491,1,0.30970405065083197078699648765,"[(7, 20)]"
456.a1,456,-15803136,1,0.096295024836759512512940810494,"[(23, 114)]"
456.c1,456,-3545856,1,0.032122221000076477489921707128,"[(3, 6)]"
458.a1,458,3664,1,0.11479876197905716508797017980,"[(2, 1)]"
458.b1,458,234496,1,0.082656012476373736848145340952,"[(-3, 5)]"
459.a1,459,-7803,1,0.22216213483379433663577624646,"[(4, 8)]"
459.c1,459,-334611,1,0.17991142412480397785847250019,"[(-2, 5)]"
459.f1,459,-459,1,0.89860831210641779299500962175,"[(2, 1)]"
460.a1,460,-9200,1,0.068955432465054016033942507545,"[(4, 5)]"
460.c2,460,-89843750000,1,1.8100127468610055314725310541,"[(613/3, 15625/3)]"
464.b1,464,-29696,1,0.22761578117356554867112113418,"[(6, 2)]"
464.d1,464,-29696,1,0.41137635274733340043348212207,"[(0, 2)]"
467.a1,467,-467,1,0.24698762975201765516285624753,"[(1, 0)]"
469.a1,469,469,1,0.17241897071062803370953889532,"[(2, -1)]"
469.b1,469,1126069,1,1.4160843084171482139177115041,"[(-5, 4)]"
470.a1,470,14687500,1,0.044271144322008151457387728574,"[(-8, 29)]"
470.b1,470,60160,1,0.22022490921968020505413489835,"[(1, 7)]"
470.d1,470,96256000,1,0.026454697583517408264993797974,"[(-9, 24)]"
470.e1,470,3760,1,0.11979952375792300831337378431,"[(1, 0)]"
471.a1,471,-1413,1,0.15961892926630051909618109312,"[(0, 1)]"
472.a1,472,-944,1,0.20345978548613476090334138230,"[(0, 1)]"
472.b1,472,-15104,1,0.14834246762972574838475772424,"[(0, 2)]"
473.a1,473,-2461019,1,0.24679134787483089823463979803,"[(15, 21)]"
474.a1,474,-34947072,1,0.56101892529992982503968225066,"[(14, 57)]"
474.b1,474,-76788,1,0.050350090036277620822423196105,"[(1, 2)]"
477.a1,477,-38637,1,1.2265496005901245011805243918,"[(2, 0)]"
482.a1,482,-3948544,1,0.62431089635472667018582697545,"[(17, 55)]"
484.a1,484,-603634608896,1,0.17200654574872444884840118528,"[(205, 2662)]"
485.b1,485,485,1,0.37912975474237233272784877159,"[(0, 0)]"
486.a2,486,1944,1,0.45477744798447322747523684847,"[(-1, 1)]"
486.b2,486,-15552,1,0.25585101433892810539366512575,"[(2, 3)]"
486.d1,486,12754584,1,0.90795199912698906539154792272,"[(-19, 8)]"
490.b1,490,-392000,1,0.076630794370346755307900408984,"[(8, 16)]"
490.c1,490,-46118408000,1,0.70370203958490702926266725949,"[(53, 169)]"
492.a1,492,-31488,1,0.15562432195323620135342655435,"[(3, 2)]"
492.b1,492,-206592768,1,0.051376913892985461847173195968,"[(-7, 18)]"
493.a1,493,-7048421,1,0.068126860129847512480700571571,"[(40, 226)]"
494.a1,494,-150176,1,0.32632364742234161792671929814,"[(3, 8)]"
494.d1,494,-6497214464,1,0.020984121318352936515054298069,"[(45, 224)]"
496.a1,496,-496,1,0.47622310640486556196892441387,"[(0, 1)]"
496.c1,496,-496,1,0.36016164260717823572513093389,"[(2, 1)]"
497.a1,497,-1193297,1,0.26942657866917504902525131067,"[(2, 6)]"
498.a1,498,-322704,1,0.059248216980322042386602054744,"[(-1, 6)]"
503.b1,503,-503,1,2.3345549783475533990075502642,"[(7, 4)]"
506.a1,506,32384,1,0.66085673477151742170779053552,"[(-4, 2)]"
506.d1,506,118533536,1,0.15654633761476107343351242281,"[(17, -3)]"
506.e1,506,2072576,1,0.059412182070874935597929917909,"[(4, 2)]"
506.f1,506,2024,1,0.21548329557030606139846618727,"[(-1, 1)]"
507.b1,507,-808321761,1,0.89058287621234686980041754556,"[(106, 1040)]"
507.c1,507,-3901614750890649,1,1.8109646409988385453690133944,"[(6144/5, 354243/5)]"
513.a1,513,-4617,1,0.10977965714626061605064354616,"[(2, 0)]"
513.b1,513,-3365793,1,2.4630186107218900850411633032,"[(8, -3)]"
516.a1,516,-891648,1,0.19898144546704570296060142208,"[(7, 18)]"
517.b1,517,-6494855411,1,0.36978966709838845508144670580,"[(85/2, 513/2)]"
522.b1,522,-59810510484,1,0.13009061077081005052708344932,"[(36, 11)]"
522.c1,522,-1141614,1,0.13809317490739871020072125722,"[(-1, 14)]"
522.f1,522,-18265824,1,0.75741881238304126689728243943,"[(7, 10)]"
522.g1,522,-25056,1,0.079943790853641819846002655090,"[(1, 2)]"
522.h1,522,-519561216,1,0.027321701666504932420146562101,"[(11, 12)]"
524.a1,524,-33536,1,0.59604969076219891825205428856,"[(10, 1)]"
530.a1,530,-530000000000,1,0.081564376217971891899333505031,"[(156, 1922)]"
530.d1,530,-84800,1,0.082140426436757539793053896487,"[(1, 4)]"
539.a1,539,-1294139,1,0.55568073570994009832121611548,"[(1429/2, 45/2)]"
540.a1,540,-354294000,1,3.7168549191867733897330630077,"[(28, 55)]"
540.b2,540,-708588000000,1,1.5164477116617506657740502585,"[(-11, 125)]"
540.d2,540,-2160,1,0.65662263062760865203078224988,"[(0, 1)]"
542.a1,542,-34688,1,0.094834515568683591949957353004,"[(1, 1)]"
550.d1,550,-6875000,1,0.16586813466096798322996795084,"[(5, 10)]"
550.e1,550,-720896000000000,1,1.7960031138852879834226129668,"[(502, -189)]"
550.h1,550,-2816000,1,0.039906259990000108567156042063,"[(-1, 10)]"
550.i1,550,-13310000000,1,0.021400148006828586228189049877,"[(-35, 292)]"
551.a1,551,-15979,1,0.10514674881821592827561925331,"[(9, 14)]"
551.b1,551,-10469,1,0.19195602137236724388119278946,"[(5, 7)]"
551.c1,551,-10469,1,0.63006185487590342919384531065,"[(7, 15)]"
551.d1,551,-751746132499,1,0.55675128488324777018682702541,"[(509/2, 10465/2)]"
556.a1,556,-2224,1,0.13821061114867802464979589857,"[(2, 1)]"
557.a1,557,-557,1,0.50112508147257675732666597511,"[(0, 1)]"
558.a1,558,-125223906474,1,0.071901717837733599971088942877,"[(279, 4185)]"
558.b1,558,-1674,1,0.19737364086039781351019869386,"[(1, 1)]"
558.e1,558,-18764040096,1,0.16182071918983242306815302199,"[(91, 791)]"
558.f1,558,-8678016,1,0.037028340956090628521166468588,"[(9, 4)]"
560.a1,560,-21512960,1,0.12858237685884419204659096714,"[(6, 14)]"
560.c1,560,-439040,1,0.33732160621194453850906679752,"[(17, 2)]"
561.a1,561,-15147,1,0.083595167146068397308844224938,"[(1, 1)]"
561.d1,561,-24640803,1,0.089873466724563401105741181212,"[(34, 181)]"
563.a1,563,-563,2,0.21922900351799545628694619104,"[(2, -2), (4, 4)]"
564.a1,564,2923776,1,1.3996153469208216258779087644,"[(-8, 1)]"
564.b1,564,79736064,1,2.0258235619970381443133152955,"[(-14, 3)]"
566.a1,566,-4528,1,0.20396488191673514091602149866,"[(0, 2)]"
567.a1,567,-2893401,1,0.11698214146837759098811263083,"[(10, 26)]"
567.b1,567,-3969,1,0.58097875960685951707331339128,"[(4, 5)]"
571.a1,571,-571,2,0.17725314026200493174409109973,"[(1, 0), (0, 1)]"
573.a1,573,5157,1,0.11105536972223191433778197268,"[(-1, 1)]"
574.b1,574,574,1,0.36274032054158909733111339202,"[(-1, 1)]"
574.c1,574,460816384,1,0.78331840315595615701485885850,"[(-28, 17)]"
574.g1,574,10906239337336,1,7.4716773718149184130884172050,"[(-402671/15, 3021062/15)]"
574.h1,574,587776,1,0.084302341392495156436858823748,"[(-1, 4)]"
575.a1,575,-2875,1,0.091525914418869643561449495435,"[(3, 2)]"
575.b1,575,-1123046875,1,0.34792456859099180016936050633,"[(45, 312)]"
575.c1,575,8984375,1,0.22924830037106656954795340409,"[(-6, 15)]"
575.d1,575,575,1,0.51703074603857962442967631695,"[(0, 1)]"
585.a1,585,-142155,1,0.099517256151416781914988041046,"[(-1, 4)]"
585.c1,585,-19990546875,1,0.037671158137087150705923009058,"[(8, 67)]"
585.f2,585,-216217755,1,0.25564673043261651702830413078,"[(30, 175)]"
586.b1,586,-4688,1,0.13327723860315884551432094363,"[(1, 0)]"
586.c1,586,-76808192,1,0.082181314531152486076064970656,"[(-7, 19)]"
590.b1,590,-11800,1,0.25987272713622055701336905694,"[(1, 2)]"
590.d1,590,-18880000,1,0.027805744485456718838061205945,"[(10, 0)]"
591.a1,591,1773,1,0.19405079245892587190802811390,"[(0, 1)]"
592.a1,592,151552,1,1.0256771628213823009669833251,"[(100, 5)]"
592.b1,592,9472,1,0.29161556135201438746646210197,"[(-1, 2)]"
592.c1,592,9472,1,0.76393331500116734741014333897,"[(-2, 1)]"
593.b1,593,-593,1,0.54606956965873077804428152772,"[(1, 0)]"
594.b1,594,-10018660608,1,0.13726970704296934031652935440,"[(18, 79)]"
594.c1,594,-42768,1,0.070467953983272336247253660273,"[(0, 6)]"
598.a1,598,-116413856,1,0.17605984282407081550016240155,"[(-5, 14)]"
598.c1,598,-901382144,1,0.095038148262024250964380619189,"[(21, 81)]"
600.b1,600,-19200,1,0.19678647812070965264754771341,"[(1, 2)]"
600.f1,600,-349920000,1,0.015833389235563030986384332308,"[(43, 270)]"
603.a1,603,-48843,1,0.15099027782175827588885287895,"[(5, 4)]"
603.e1,603,-1318761,1,1.0421490245556071684343915690,"[(6, 6)]"
605.a1,605,-378125,1,0.068870722787663102535548074257,"[(6, 9)]"
605.c1,605,-669871503125,1,0.34120291172314482036383722883,"[(212, 2919)]"
606.a1,606,-7272,1,0.32490165883591047022186802642,"[(0, 1)]"
606.e1,606,-37698048,1,0.024744912387097933529168191993,"[(0, 24)]"
608.a1,608,-9728,1,0.31499658690904849329992892088,"[(1, 2)]"
608.b1,608,-77824,1,0.31725661656338131228736405476,"[(0, 4)]"
608.c1,608,-77824,1,0.73416098596693694928970044279,"[(4, 4)]"
608.d1,608,-10142101504,1,0.36129836791370909089953240111,"[(128, 1444)]"
612.a1,612,-85660416,1,3.2195126327301163687389058800,"[(93, 567)]"
612.b1,612,-9517824,1,0.078260021249038963149027518394,"[(-4, 18)]"
614.a1,614,-462951088,1,0.33853040869104529148229241119,"[(96, 873)]"
614.b1,614,-19648,1,0.10985666364474331791541702238,"[(5, -4)]"
615.b1,615,-56041875,1,0.13354906645402094078054192353,"[(22, 112)]"
616.b1,616,-16696064,1,0.042718865241401249617924629435,"[(29, 154)]"
618.a1,618,-4944,1,0.21175176391729205817181094107,"[(0, 2)]"
618.b1,618,-162004992,1,4.5225911437295579784890029832,"[(61, -1)]"
618.c1,618,-1087621779456,1,0.27874765612277860127220666008,"[(477, 9649)]"
618.d2,618,-26225448,1,0.40252237693946965637056354425,"[(28, 140)]"
618.e1,618,-9888,1,0.14883290500258892452562845835,"[(-1, 2)]"
618.f1,618,-461334528,1,0.022468603266668315834244730285,"[(10, 19)]"
620.a1,620,-39680,1,0.21329126815578868693035705923,"[(0, 2)]"
620.c2,620,-953312000,1,0.60268274538934499736503200570,"[(-6, 31)]"
621.a1,621,5589,1,0.54590520910992478771424135748,"[(-2, 1)]"
622.a1,622,-39808,1,0.17000435352671708168527858037,"[(1, 1)]"
623.a1,623,-10470761,1,0.23303019068900648830054788564,"[(12, 43)]"
629.a1,629,-1178847269,1,0.22703824358764177098169178702,"[(16, 47)]"
629.b1,629,3090277,1,0.14317376789429686450344037797,"[(-6, 8)]"
629.c1,629,-181781,1,1.4609759110061849665238245818,"[(2, 2)]"
632.a1,632,80896,1,0.32935217474575301305759737506,"[(0, 4)]"
